season,season_year,playoff_type,home_team,away_team,home_goals,away_goals,goal_diff,result,home_points,away_points
2015/16,2015,championship,Beitar Jerusalem,BnS,0,3,-3,A,0,3
2015/16,2015,championship,Beitar Jerusalem,HBS,0,2,-2,A,0,3
2015/16,2015,championship,Beitar Jerusalem,HRA,1,0,1,H,3,0
2015/16,2015,championship,Beitar Jerusalem,MHA,3,2,1,H,3,0
2015/16,2015,championship,Beitar Jerusalem,MTA,0,2,-2,A,0,3
2015/16,2015,championship,Bnei Sakhnin,BEI,2,0,2,H,3,0
2015/16,2015,championship,Bnei Sakhnin,HBS,1,4,-3,A,0,3
2015/16,2015,championship,Bnei Sakhnin,HRA,1,1,0,D,1,1
2015/16,2015,championship,Bnei Sakhnin,MHA,0,1,-1,A,0,3
2015/16,2015,championship,Bnei Sakhnin,MTA,0,0,0,D,1,1
2015/16,2015,championship,Hapoel Be'er Sheva,BEI,2,0,2,H,3,0
2015/16,2015,championship,Hapoel Be'er Sheva,BnS,3,1,2,H,3,0
2015/16,2015,championship,Hapoel Be'er Sheva,HRA,0,0,0,D,1,1
2015/16,2015,championship,Hapoel Be'er Sheva,MHA,1,1,0,D,1,1
2015/16,2015,championship,Hapoel Be'er Sheva,MTA,1,1,0,D,1,1
2015/16,2015,championship,Hapoel Ra'anana,BEI,1,2,-1,A,0,3
2015/16,2015,championship,Hapoel Ra'anana,BnS,2,3,-1,A,0,3
2015/16,2015,championship,Hapoel Ra'anana,HBS,1,4,-3,A,0,3
2015/16,2015,championship,Hapoel Ra'anana,MHA,3,0,3,H,3,0
2015/16,2015,championship,Hapoel Ra'anana,MTA,1,1,0,D,1,1
2015/16,2015,championship,Maccabi Haifa,BEI,1,0,1,H,3,0
2015/16,2015,championship,Maccabi Haifa,BnS,3,3,0,D,1,1
2015/16,2015,championship,Maccabi Haifa,HBS,2,1,1,H,3,0
2015/16,2015,championship,Maccabi Haifa,HRA,2,0,2,H,3,0
2015/16,2015,championship,Maccabi Haifa,MTA,0,0,0,D,1,1
2015/16,2015,championship,Maccabi Tel Aviv,BEI,3,2,1,H,3,0
2015/16,2015,championship,Maccabi Tel Aviv,BnS,1,0,1,H,3,0
2015/16,2015,championship,Maccabi Tel Aviv,HBS,0,0,0,D,1,1
2015/16,2015,championship,Maccabi Tel Aviv,HRA,3,0,3,H,3,0
2015/16,2015,championship,Maccabi Tel Aviv,MHA,6,0,6,H,3,0
