season,season_year,playoff_type,home_team,away_team,home_goals,away_goals,goal_diff,result,home_points,away_points
2018/19,2018,championship,Bnei Yehuda,HAH,1,2,-1,A,0,3
2018/19,2018,championship,Bnei Yehuda,HBS,2,3,-1,A,0,3
2018/19,2018,championship,Bnei Yehuda,MHA,2,2,0,D,1,1
2018/19,2018,championship,Bnei Yehuda,MNE,1,1,0,D,1,1
2018/19,2018,championship,Bnei Yehuda,MTA,0,2,-2,A,0,3
2018/19,2018,championship,Hapoel Hadera,BnY,2,3,-1,A,0,3
2018/19,2018,championship,Hapoel Hadera,HBS,1,4,-3,A,0,3
2018/19,2018,championship,Hapoel Hadera,MHA,2,0,2,H,3,0
2018/19,2018,championship,Hapoel Hadera,MNE,1,2,-1,A,0,3
2018/19,2018,championship,Hapoel Hadera,MTA,0,1,-1,A,0,3
2018/19,2018,championship,Hapoel Be'er Sheva,BnY,2,1,1,H,3,0
2018/19,2018,championship,Hapoel Be'er Sheva,HAH,1,0,1,H,3,0
2018/19,2018,championship,Hapoel Be'er Sheva,MHA,0,1,-1,A,0,3
2018/19,2018,championship,Hapoel Be'er Sheva,MNE,0,2,-2,A,0,3
2018/19,2018,championship,Hapoel Be'er Sheva,MTA,0,4,-4,A,0,3
2018/19,2018,championship,Maccabi Haifa,BnY,0,2,-2,A,0,3
2018/19,2018,championship,Maccabi Haifa,HAH,1,3,-2,A,0,3
2018/19,2018,championship,Maccabi Haifa,HBS,3,1,2,H,3,0
2018/19,2018,championship,Maccabi Haifa,MNE,2,1,1,H,3,0
2018/19,2018,championship,Maccabi Haifa,MTA,1,1,0,D,1,1
2018/19,2018,championship,Maccabi Netanya,BnY,0,2,-2,A,0,3
2018/19,2018,championship,Maccabi Netanya,HAH,3,2,1,H,3,0
2018/19,2018,championship,Maccabi Netanya,HBS,0,1,-1,A,0,3
2018/19,2018,championship,Maccabi Netanya,MHA,1,2,-1,A,0,3
2018/19,2018,championship,Maccabi Netanya,MTA,1,4,-3,A,0,3
2018/19,2018,championship,Maccabi Tel Aviv,BnY,2,3,-1,A,0,3
2018/19,2018,championship,Maccabi Tel Aviv,HAH,2,0,2,H,3,0
2018/19,2018,championship,Maccabi Tel Aviv,HBS,0,0,0,D,1,1
2018/19,2018,championship,Maccabi Tel Aviv,MHA,1,0,1,H,3,0
2018/19,2018,championship,Maccabi Tel Aviv,MNE,3,0,3,H,3,0
