season,season_year,playoff_type,home_team,away_team,home_goals,away_goals,goal_diff,result,home_points,away_points
2019/20,2019,championship,Beitar Jerusalem,HBS,1,1,0,D,1,1
2019/20,2019,championship,Beitar Jerusalem,HHA,1,1,0,D,1,1
2019/20,2019,championship,Beitar Jerusalem,HTA,3,0,3,H,3,0
2019/20,2019,championship,Beitar Jerusalem,MHA,2,2,0,D,1,1
2019/20,2019,championship,Beitar Jerusalem,MTA,0,0,0,D,1,1
2019/20,2019,championship,Hapoel Be'er Sheva,BEI,2,2,0,D,1,1
2019/20,2019,championship,Hapoel Be'er Sheva,HHA,3,1,2,H,3,0
2019/20,2019,championship,Hapoel Be'er Sheva,HTA,0,0,0,D,1,1
2019/20,2019,championship,Hapoel Be'er Sheva,MHA,0,1,-1,A,0,3
2019/20,2019,championship,Hapoel Be'er Sheva,MTA,2,0,2,H,3,0
2019/20,2019,championship,Hapoel Haifa,BEI,0,0,0,D,1,1
2019/20,2019,championship,Hapoel Haifa,HBS,1,1,0,D,1,1
2019/20,2019,championship,Hapoel Haifa,HTA,4,0,4,H,3,0
2019/20,2019,championship,Hapoel Haifa,MHA,1,4,-3,A,0,3
2019/20,2019,championship,Hapoel Haifa,MTA,0,3,-3,A,0,3
2019/20,2019,championship,Hapoel Tel Aviv,BEI,3,0,3,H,3,0
2019/20,2019,championship,Hapoel Tel Aviv,HBS,1,0,1,H,3,0
2019/20,2019,championship,Hapoel Tel Aviv,HHA,0,3,-3,A,0,3
2019/20,2019,championship,Hapoel Tel Aviv,MHA,1,3,-2,A,0,3
2019/20,2019,championship,Hapoel Tel Aviv,MTA,0,2,-2,A,0,3
2019/20,2019,championship,Maccabi Haifa,BEI,0,0,0,D,1,1
2019/20,2019,championship,Maccabi Haifa,HBS,2,1,1,H,3,0
2019/20,2019,championship,Maccabi Haifa,HHA,2,2,0,D,1,1
2019/20,2019,championship,Maccabi Haifa,HTA,1,2,-1,A,0,3
2019/20,2019,championship,Maccabi Haifa,MTA,0,1,-1,A,0,3
2019/20,2019,championship,Maccabi Tel Aviv,BEI,1,0,1,H,3,0
2019/20,2019,championship,Maccabi Tel Aviv,HBS,1,1,0,D,1,1
2019/20,2019,championship,Maccabi Tel Aviv,HHA,2,0,2,H,3,0
2019/20,2019,championship,Maccabi Tel Aviv,HTA,3,0,3,H,3,0
2019/20,2019,championship,Maccabi Tel Aviv,MHA,2,0,2,H,3,0
