season,season_year,home_team,away_team,home_goals,away_goals,goal_diff,result,home_points,away_points
2007/08,2007,H. Kfar Saba,B. Jerusalem,0,4,-4,A,0,3
2007/08,2007,M. Petah Tikva,Maccabi Netanya,0,1,-1,A,0,3
2007/08,2007,M. Tel Aviv,FC Ashdod,2,0,2,H,3,0
2007/08,2007,Bnei Sakhnin,Maccabi Haifa,1,0,1,H,3,0
2007/08,2007,Kiryat Shmona,M. Petah Tikva,1,0,1,H,3,0
2007/08,2007,Maccabi Netanya,H. Kfar Saba,1,1,0,D,1,1
2007/08,2007,Bnei Yehuda,Maccabi Herzlya,2,0,2,H,3,0
2007/08,2007,FC Ashdod,Hapoel Tel Aviv,2,1,1,H,3,0
2007/08,2007,B. Jerusalem,M. Tel Aviv,1,1,0,D,1,1
2007/08,2007,Maccabi Herzlya,FC Ashdod,2,0,2,H,3,0
2007/08,2007,H. Kfar Saba,Kiryat Shmona,1,3,-2,A,0,3
2007/08,2007,Maccabi Haifa,Bnei Yehuda,0,1,-1,A,0,3
2007/08,2007,M. Tel Aviv,Maccabi Netanya,0,0,0,D,1,1
2007/08,2007,M. Petah Tikva,Bnei Sakhnin,0,4,-4,A,0,3
2007/08,2007,Hapoel Tel Aviv,B. Jerusalem,3,1,2,H,3,0
2007/08,2007,Kiryat Shmona,M. Tel Aviv,3,1,2,H,3,0
2007/08,2007,Maccabi Haifa,M. Petah Tikva,0,0,0,D,1,1
2007/08,2007,Bnei Sakhnin,H. Kfar Saba,2,0,2,H,3,0
2007/08,2007,Bnei Yehuda,FC Ashdod,2,0,2,H,3,0
2007/08,2007,Maccabi Netanya,Hapoel Tel Aviv,3,0,3,H,3,0
2007/08,2007,B. Jerusalem,Maccabi Herzlya,3,1,2,H,3,0
2007/08,2007,M. Tel Aviv,Bnei Sakhnin,3,1,2,H,3,0
2007/08,2007,H. Kfar Saba,Maccabi Haifa,1,0,1,H,3,0
2007/08,2007,Maccabi Herzlya,Maccabi Netanya,0,2,-2,A,0,3
2007/08,2007,M. Petah Tikva,Bnei Yehuda,0,1,-1,A,0,3
2007/08,2007,Hapoel Tel Aviv,Kiryat Shmona,2,0,2,H,3,0
2007/08,2007,FC Ashdod,B. Jerusalem,1,0,1,H,3,0
2007/08,2007,M. Petah Tikva,H. Kfar Saba,1,0,1,H,3,0
2007/08,2007,Bnei Sakhnin,Hapoel Tel Aviv,0,1,-1,A,0,3
2007/08,2007,Kiryat Shmona,Maccabi Herzlya,2,2,0,D,1,1
2007/08,2007,Maccabi Netanya,FC Ashdod,1,0,1,H,3,0
2007/08,2007,B. Jerusalem,Bnei Yehuda,0,1,-1,A,0,3
2007/08,2007,Maccabi Haifa,M. Tel Aviv,3,3,0,D,1,1
2007/08,2007,Bnei Yehuda,H. Kfar Saba,3,0,3,H,3,0
2007/08,2007,FC Ashdod,Kiryat Shmona,2,0,2,H,3,0
2007/08,2007,B. Jerusalem,Maccabi Netanya,3,0,3,H,3,0
2007/08,2007,Maccabi Herzlya,Bnei Sakhnin,0,2,-2,A,0,3
2007/08,2007,M. Tel Aviv,M. Petah Tikva,2,1,1,H,3,0
2007/08,2007,Hapoel Tel Aviv,Maccabi Haifa,1,1,0,D,1,1
2007/08,2007,Bnei Sakhnin,FC Ashdod,1,2,-1,A,0,3
2007/08,2007,H. Kfar Saba,M. Tel Aviv,2,3,-1,A,0,3
2007/08,2007,Kiryat Shmona,B. Jerusalem,3,2,1,H,3,0
2007/08,2007,Maccabi Haifa,Maccabi Herzlya,3,0,3,H,3,0
2007/08,2007,M. Petah Tikva,Hapoel Tel Aviv,1,2,-1,A,0,3
2007/08,2007,Maccabi Netanya,Bnei Yehuda,3,2,1,H,3,0
2007/08,2007,B. Jerusalem,Bnei Sakhnin,1,2,-1,A,0,3
2007/08,2007,Bnei Yehuda,M. Tel Aviv,1,0,1,H,3,0
2007/08,2007,Hapoel Tel Aviv,H. Kfar Saba,0,1,-1,A,0,3
2007/08,2007,Maccabi Herzlya,M. Petah Tikva,0,1,-1,A,0,3
2007/08,2007,FC Ashdod,Maccabi Haifa,2,0,2,H,3,0
2007/08,2007,Maccabi Netanya,Kiryat Shmona,1,2,-1,A,0,3
