season,season_year,home_team,away_team,home_goals,away_goals,goal_diff,result,home_points,away_points
2012/13,2012,Beitar Jerusalem,BnY,0,1,-1,A,0,3
2012/13,2012,Beitar Jerusalem,BnS,2,2,0,D,1,1
2012/13,2012,Beitar Jerusalem,ASH,1,1,0,D,1,1
2012/13,2012,Beitar Jerusalem,HAC,0,1,-1,A,0,3
2012/13,2012,Beitar Jerusalem,HBS,1,1,0,D,1,1
2012/13,2012,Beitar Jerusalem,HHA,3,0,3,H,3,0
2012/13,2012,Beitar Jerusalem,HRG,3,2,1,H,3,0
2012/13,2012,Beitar Jerusalem,HTA,3,2,1,H,3,0
2012/13,2012,Beitar Jerusalem,IKS,2,2,0,D,1,1
2012/13,2012,Beitar Jerusalem,IRH,1,0,1,H,3,0
2012/13,2012,Beitar Jerusalem,MHA,1,2,-1,A,0,3
2012/13,2012,Beitar Jerusalem,MNE,1,1,0,D,1,1
2012/13,2012,Beitar Jerusalem,MTA,1,1,0,D,1,1
2012/13,2012,Bnei Yehuda,BEI,1,2,-1,A,0,3
2012/13,2012,Bnei Yehuda,BnS,0,0,0,D,1,1
2012/13,2012,Bnei Yehuda,ASH,2,0,2,H,3,0
2012/13,2012,Bnei Yehuda,HAC,2,1,1,H,3,0
2012/13,2012,Bnei Yehuda,HBS,1,0,1,H,3,0
2012/13,2012,Bnei Yehuda,HHA,3,1,2,H,3,0
2012/13,2012,Bnei Yehuda,HRG,1,0,1,H,3,0
2012/13,2012,Bnei Yehuda,HTA,2,1,1,H,3,0
2012/13,2012,Bnei Yehuda,IKS,0,2,-2,A,0,3
2012/13,2012,Bnei Yehuda,IRH,2,2,0,D,1,1
2012/13,2012,Bnei Yehuda,MHA,2,0,2,H,3,0
2012/13,2012,Bnei Yehuda,MNE,3,0,3,H,3,0
2012/13,2012,Bnei Yehuda,MTA,2,3,-1,A,0,3
2012/13,2012,Bnei Sakhnin,BEI,1,1,0,D,1,1
2012/13,2012,Bnei Sakhnin,BnY,2,2,0,D,1,1
2012/13,2012,Bnei Sakhnin,ASH,1,3,-2,A,0,3
2012/13,2012,Bnei Sakhnin,HAC,2,1,1,H,3,0
2012/13,2012,Bnei Sakhnin,HBS,3,2,1,H,3,0
2012/13,2012,Bnei Sakhnin,HHA,2,0,2,H,3,0
2012/13,2012,Bnei Sakhnin,HRG,1,3,-2,A,0,3
2012/13,2012,Bnei Sakhnin,HTA,0,3,-3,A,0,3
2012/13,2012,Bnei Sakhnin,IKS,1,3,-2,A,0,3
2012/13,2012,Bnei Sakhnin,IRH,0,4,-4,A,0,3
2012/13,2012,Bnei Sakhnin,MHA,0,1,-1,A,0,3
2012/13,2012,Bnei Sakhnin,MNE,0,0,0,D,1,1
2012/13,2012,Bnei Sakhnin,MTA,0,3,-3,A,0,3
2012/13,2012,F.C. Ironi Ashdod,BEI,2,1,1,H,3,0
2012/13,2012,F.C. Ironi Ashdod,BnY,2,1,1,H,3,0
2012/13,2012,F.C. Ironi Ashdod,BnS,1,2,-1,A,0,3
2012/13,2012,F.C. Ironi Ashdod,HAC,2,0,2,H,3,0
2012/13,2012,F.C. Ironi Ashdod,HBS,0,1,-1,A,0,3
2012/13,2012,F.C. Ironi Ashdod,HHA,1,1,0,D,1,1
2012/13,2012,F.C. Ironi Ashdod,HRG,2,3,-1,A,0,3
2012/13,2012,F.C. Ironi Ashdod,HTA,1,2,-1,A,0,3
2012/13,2012,F.C. Ironi Ashdod,IKS,2,0,2,H,3,0
2012/13,2012,F.C. Ironi Ashdod,IRH,2,0,2,H,3,0
2012/13,2012,F.C. Ironi Ashdod,MHA,1,4,-3,A,0,3
2012/13,2012,F.C. Ironi Ashdod,MNE,3,0,3,H,3,0
2012/13,2012,F.C. Ironi Ashdod,MTA,1,0,1,H,3,0
2012/13,2012,Hapoel Acre,BEI,2,3,-1,A,0,3
2012/13,2012,Hapoel Acre,BnY,1,1,0,D,1,1
2012/13,2012,Hapoel Acre,BnS,5,1,4,H,3,0
2012/13,2012,Hapoel Acre,ASH,3,1,2,H,3,0
2012/13,2012,Hapoel Acre,HBS,2,2,0,D,1,1
2012/13,2012,Hapoel Acre,HHA,1,3,-2,A,0,3
2012/13,2012,Hapoel Acre,HRG,0,3,-3,A,0,3
2012/13,2012,Hapoel Acre,HTA,0,0,0,D,1,1
2012/13,2012,Hapoel Acre,IKS,1,1,0,D,1,1
2012/13,2012,Hapoel Acre,IRH,0,2,-2,A,0,3
2012/13,2012,Hapoel Acre,MHA,0,0,0,D,1,1
2012/13,2012,Hapoel Acre,MNE,4,4,0,D,1,1
2012/13,2012,Hapoel Acre,MTA,0,2,-2,A,0,3
2012/13,2012,Hapoel Be'er Sheva,BEI,0,0,0,D,1,1
2012/13,2012,Hapoel Be'er Sheva,BnY,1,0,1,H,3,0
2012/13,2012,Hapoel Be'er Sheva,BnS,0,0,0,D,1,1
2012/13,2012,Hapoel Be'er Sheva,ASH,0,0,0,D,1,1
2012/13,2012,Hapoel Be'er Sheva,HAC,0,0,0,D,1,1
2012/13,2012,Hapoel Be'er Sheva,HHA,2,1,1,H,3,0
2012/13,2012,Hapoel Be'er Sheva,HRG,3,2,1,H,3,0
2012/13,2012,Hapoel Be'er Sheva,HTA,1,2,-1,A,0,3
2012/13,2012,Hapoel Be'er Sheva,IKS,1,0,1,H,3,0
2012/13,2012,Hapoel Be'er Sheva,IRH,0,1,-1,A,0,3
2012/13,2012,Hapoel Be'er Sheva,MHA,1,1,0,D,1,1
2012/13,2012,Hapoel Be'er Sheva,MNE,1,3,-2,A,0,3
2012/13,2012,Hapoel Be'er Sheva,MTA,3,1,2,H,3,0
2012/13,2012,Hapoel Haifa,BEI,3,0,3,H,3,0
2012/13,2012,Hapoel Haifa,BnY,2,1,1,H,3,0
2012/13,2012,Hapoel Haifa,BnS,1,3,-2,A,0,3
2012/13,2012,Hapoel Haifa,ASH,2,1,1,H,3,0
2012/13,2012,Hapoel Haifa,HAC,0,0,0,D,1,1
2012/13,2012,Hapoel Haifa,HBS,0,0,0,D,1,1
2012/13,2012,Hapoel Haifa,HRG,2,1,1,H,3,0
2012/13,2012,Hapoel Haifa,HTA,2,2,0,D,1,1
2012/13,2012,Hapoel Haifa,IKS,1,1,0,D,1,1
2012/13,2012,Hapoel Haifa,IRH,3,0,3,H,3,0
2012/13,2012,Hapoel Haifa,MHA,0,3,-3,A,0,3
2012/13,2012,Hapoel Haifa,MNE,0,0,0,D,1,1
2012/13,2012,Hapoel Haifa,MTA,1,3,-2,A,0,3
2012/13,2012,Hapoel Ramat Gan,BEI,2,2,0,D,1,1
2012/13,2012,Hapoel Ramat Gan,BnY,1,0,1,H,3,0
2012/13,2012,Hapoel Ramat Gan,BnS,2,1,1,H,3,0
2012/13,2012,Hapoel Ramat Gan,ASH,0,1,-1,A,0,3
2012/13,2012,Hapoel Ramat Gan,HAC,1,2,-1,A,0,3
2012/13,2012,Hapoel Ramat Gan,HBS,3,0,3,H,3,0
2012/13,2012,Hapoel Ramat Gan,HHA,1,1,0,D,1,1
2012/13,2012,Hapoel Ramat Gan,HTA,0,1,-1,A,0,3
2012/13,2012,Hapoel Ramat Gan,IKS,1,1,0,D,1,1
2012/13,2012,Hapoel Ramat Gan,IRH,1,1,0,D,1,1
2012/13,2012,Hapoel Ramat Gan,MHA,0,3,-3,A,0,3
2012/13,2012,Hapoel Ramat Gan,MNE,1,1,0,D,1,1
2012/13,2012,Hapoel Ramat Gan,MTA,0,1,-1,A,0,3
2012/13,2012,Hapoel Tel Aviv,BEI,0,2,-2,A,0,3
2012/13,2012,Hapoel Tel Aviv,BnY,2,0,2,H,3,0
2012/13,2012,Hapoel Tel Aviv,BnS,1,0,1,H,3,0
2012/13,2012,Hapoel Tel Aviv,ASH,1,1,0,D,1,1
2012/13,2012,Hapoel Tel Aviv,HAC,0,0,0,D,1,1
2012/13,2012,Hapoel Tel Aviv,HBS,4,1,3,H,3,0
2012/13,2012,Hapoel Tel Aviv,HHA,2,0,2,H,3,0
2012/13,2012,Hapoel Tel Aviv,HRG,2,2,0,D,1,1
2012/13,2012,Hapoel Tel Aviv,IKS,1,1,0,D,1,1
2012/13,2012,Hapoel Tel Aviv,IRH,1,0,1,H,3,0
2012/13,2012,Hapoel Tel Aviv,MHA,3,0,3,H,3,0
2012/13,2012,Hapoel Tel Aviv,MNE,0,3,-3,A,0,3
2012/13,2012,Hapoel Tel Aviv,MTA,1,0,1,H,3,0
2012/13,2012,Ironi Kiryat Shmona,BEI,3,2,1,H,3,0
2012/13,2012,Ironi Kiryat Shmona,BnY,2,0,2,H,3,0
2012/13,2012,Ironi Kiryat Shmona,BnS,2,0,2,H,3,0
2012/13,2012,Ironi Kiryat Shmona,ASH,0,0,0,D,1,1
2012/13,2012,Ironi Kiryat Shmona,HAC,1,0,1,H,3,0
2012/13,2012,Ironi Kiryat Shmona,HBS,1,1,0,D,1,1
2012/13,2012,Ironi Kiryat Shmona,HHA,1,1,0,D,1,1
2012/13,2012,Ironi Kiryat Shmona,HRG,3,1,2,H,3,0
2012/13,2012,Ironi Kiryat Shmona,HTA,0,1,-1,A,0,3
2012/13,2012,Ironi Kiryat Shmona,IRH,2,0,2,H,3,0
2012/13,2012,Ironi Kiryat Shmona,MHA,0,0,0,D,1,1
2012/13,2012,Ironi Kiryat Shmona,MNE,0,1,-1,A,0,3
2012/13,2012,Ironi Kiryat Shmona,MTA,0,0,0,D,1,1
2012/13,2012,Ironi Nir Ramat HaSharon,BEI,1,0,1,H,3,0
2012/13,2012,Ironi Nir Ramat HaSharon,BnY,2,1,1,H,3,0
2012/13,2012,Ironi Nir Ramat HaSharon,BnS,1,3,-2,A,0,3
2012/13,2012,Ironi Nir Ramat HaSharon,ASH,1,0,1,H,3,0
2012/13,2012,Ironi Nir Ramat HaSharon,HAC,3,1,2,H,3,0
2012/13,2012,Ironi Nir Ramat HaSharon,HBS,0,1,-1,A,0,3
2012/13,2012,Ironi Nir Ramat HaSharon,HHA,2,0,2,H,3,0
2012/13,2012,Ironi Nir Ramat HaSharon,HRG,1,0,1,H,3,0
2012/13,2012,Ironi Nir Ramat HaSharon,HTA,1,0,1,H,3,0
2012/13,2012,Ironi Nir Ramat HaSharon,IKS,0,1,-1,A,0,3
2012/13,2012,Ironi Nir Ramat HaSharon,MHA,1,1,0,D,1,1
2012/13,2012,Ironi Nir Ramat HaSharon,MNE,0,0,0,D,1,1
2012/13,2012,Ironi Nir Ramat HaSharon,MTA,3,4,-1,A,0,3
2012/13,2012,Maccabi Haifa,BEI,4,1,3,H,3,0
2012/13,2012,Maccabi Haifa,BnY,1,1,0,D,1,1
2012/13,2012,Maccabi Haifa,BnS,0,0,0,D,1,1
2012/13,2012,Maccabi Haifa,ASH,0,1,-1,A,0,3
2012/13,2012,Maccabi Haifa,HAC,3,1,2,H,3,0
2012/13,2012,Maccabi Haifa,HBS,2,0,2,H,3,0
2012/13,2012,Maccabi Haifa,HHA,1,1,0,D,1,1
2012/13,2012,Maccabi Haifa,HRG,2,0,2,H,3,0
2012/13,2012,Maccabi Haifa,HTA,3,0,3,H,3,0
2012/13,2012,Maccabi Haifa,IKS,1,3,-2,A,0,3
2012/13,2012,Maccabi Haifa,IRH,4,0,4,H,3,0
2012/13,2012,Maccabi Haifa,MNE,1,0,1,H,3,0
2012/13,2012,Maccabi Haifa,MTA,1,0,1,H,3,0
2012/13,2012,Maccabi Netanya,BEI,2,3,-1,A,0,3
2012/13,2012,Maccabi Netanya,BnY,3,5,-2,A,0,3
2012/13,2012,Maccabi Netanya,BnS,0,0,0,D,1,1
2012/13,2012,Maccabi Netanya,ASH,2,0,2,H,3,0
2012/13,2012,Maccabi Netanya,HAC,3,1,2,H,3,0
2012/13,2012,Maccabi Netanya,HBS,2,1,1,H,3,0
2012/13,2012,Maccabi Netanya,HHA,0,0,0,D,1,1
2012/13,2012,Maccabi Netanya,HRG,1,1,0,D,1,1
2012/13,2012,Maccabi Netanya,HTA,2,1,1,H,3,0
2012/13,2012,Maccabi Netanya,IKS,3,4,-1,A,0,3
2012/13,2012,Maccabi Netanya,IRH,1,2,-1,A,0,3
2012/13,2012,Maccabi Netanya,MHA,1,2,-1,A,0,3
2012/13,2012,Maccabi Netanya,MTA,0,1,-1,A,0,3
2012/13,2012,Maccabi Tel Aviv,BEI,5,0,5,H,3,0
2012/13,2012,Maccabi Tel Aviv,BnY,0,1,-1,A,0,3
2012/13,2012,Maccabi Tel Aviv,BnS,4,0,4,H,3,0
2012/13,2012,Maccabi Tel Aviv,ASH,2,1,1,H,3,0
2012/13,2012,Maccabi Tel Aviv,HAC,4,0,4,H,3,0
2012/13,2012,Maccabi Tel Aviv,HBS,5,0,5,H,3,0
2012/13,2012,Maccabi Tel Aviv,HHA,6,2,4,H,3,0
2012/13,2012,Maccabi Tel Aviv,HRG,3,1,2,H,3,0
2012/13,2012,Maccabi Tel Aviv,HTA,4,0,4,H,3,0
2012/13,2012,Maccabi Tel Aviv,IKS,4,0,4,H,3,0
2012/13,2012,Maccabi Tel Aviv,IRH,1,0,1,H,3,0
2012/13,2012,Maccabi Tel Aviv,MHA,2,1,1,H,3,0
2012/13,2012,Maccabi Tel Aviv,MNE,2,1,1,H,3,0
