season,season_year,round,playoff_type,home_team,away_team,home_goals,away_goals,goal_diff,result,home_points,away_points
2016/17,2016,33,relegation,Ashkelon,Ironi Kiryat Shmona,2,1,1,H,3,0
2016/17,2016,33,relegation,Hapoel Kfar Saba,Hapoel Haifa,1,0,1,H,3,0
2016/17,2016,33,relegation,H. Raanana,Hapoel Tel Aviv,1,1,0,D,1,1
2016/17,2016,33,relegation,Bnei Yehuda,SC Ashdod,2,1,1,H,3,0
2016/17,2016,32,relegation,Hapoel Haifa,Bnei Yehuda,1,1,0,D,1,1
2016/17,2016,32,relegation,Hapoel Tel Aviv,Ashkelon,0,0,0,D,1,1
2016/17,2016,32,relegation,SC Ashdod,H. Raanana,2,2,0,D,1,1
2016/17,2016,32,relegation,Ironi Kiryat Shmona,Hapoel Kfar Saba,1,4,-3,A,0,3
2016/17,2016,31,relegation,Hapoel Kfar Saba,Ashkelon,1,0,1,H,3,0
2016/17,2016,31,relegation,SC Ashdod,Hapoel Tel Aviv,2,0,2,H,3,0
2016/17,2016,31,relegation,H. Raanana,Hapoel Haifa,0,2,-2,A,0,3
2016/17,2016,31,relegation,Bnei Yehuda,Ironi Kiryat Shmona,0,2,-2,A,0,3
2016/17,2016,30,relegation,Hapoel Tel Aviv,Hapoel Kfar Saba,2,0,2,H,3,0
2016/17,2016,30,relegation,Ashkelon,Bnei Yehuda,1,0,1,H,3,0
2016/17,2016,30,relegation,Hapoel Haifa,SC Ashdod,1,1,0,D,1,1
2016/17,2016,30,relegation,Ironi Kiryat Shmona,H. Raanana,2,3,-1,A,0,3
2016/17,2016,29,relegation,SC Ashdod,Ironi Kiryat Shmona,1,1,0,D,1,1
2016/17,2016,29,relegation,Hapoel Haifa,Hapoel Tel Aviv,3,3,0,D,1,1
2016/17,2016,29,relegation,H. Raanana,Ashkelon,0,2,-2,A,0,3
2016/17,2016,29,relegation,Bnei Yehuda,Hapoel Kfar Saba,1,0,1,H,3,0
2016/17,2016,28,relegation,Ashkelon,SC Ashdod,0,0,0,D,1,1
2016/17,2016,28,relegation,Hapoel Kfar Saba,H. Raanana,0,2,-2,A,0,3
2016/17,2016,28,relegation,Hapoel Tel Aviv,Bnei Yehuda,2,0,2,H,3,0
2016/17,2016,28,relegation,Ironi Kiryat Shmona,Hapoel Haifa,0,2,-2,A,0,3
2016/17,2016,27,relegation,SC Ashdod,Hapoel Kfar Saba,0,0,0,D,1,1
2016/17,2016,27,relegation,H. Raanana,Bnei Yehuda,0,2,-2,A,0,3
2016/17,2016,27,relegation,Hapoel Haifa,Ashkelon,1,4,-3,A,0,3
2016/17,2016,27,relegation,Ironi Kiryat Shmona,Hapoel Tel Aviv,2,3,-1,A,0,3
