season,season_year,round,playoff_type,home_team,away_team,home_goals,away_goals,goal_diff,result,home_points,away_points
2015/16,2015,33,relegation,H. Akko,Ironi Kiryat Shmona,1,1,0,D,1,1
2015/16,2015,33,relegation,Hapoel Haifa,Bnei Yehuda,1,1,0,D,1,1
2015/16,2015,33,relegation,Hapoel Tel Aviv,Maccabi Petah Tikva,0,0,0,D,1,1
2015/16,2015,33,relegation,Netanya,Hapoel Kfar Saba,1,1,0,D,1,1
2015/16,2015,32,relegation,Maccabi Petah Tikva,Netanya,2,1,1,H,3,0
2015/16,2015,32,relegation,Hapoel Kfar Saba,H. Akko,0,0,0,D,1,1
2015/16,2015,32,relegation,Ironi Kiryat Shmona,Hapoel Haifa,2,1,1,H,3,0
2015/16,2015,32,relegation,Bnei Yehuda,Hapoel Tel Aviv,2,4,-2,A,0,3
2015/16,2015,31,relegation,Netanya,Bnei Yehuda,0,1,-1,A,0,3
2015/16,2015,31,relegation,H. Akko,Maccabi Petah Tikva,1,3,-2,A,0,3
2015/16,2015,31,relegation,Hapoel Kfar Saba,Ironi Kiryat Shmona,2,1,1,H,3,0
2015/16,2015,31,relegation,Hapoel Tel Aviv,Hapoel Haifa,3,3,0,D,1,1
2015/16,2015,30,relegation,Bnei Yehuda,H. Akko,3,1,2,H,3,0
2015/16,2015,30,relegation,Hapoel Haifa,Netanya,2,1,1,H,3,0
2015/16,2015,30,relegation,Maccabi Petah Tikva,Hapoel Kfar Saba,0,1,-1,A,0,3
2015/16,2015,30,relegation,Ironi Kiryat Shmona,Hapoel Tel Aviv,1,1,0,D,1,1
2015/16,2015,29,relegation,Maccabi Petah Tikva,Ironi Kiryat Shmona,2,0,2,H,3,0
2015/16,2015,29,relegation,Netanya,Hapoel Tel Aviv,0,1,-1,A,0,3
2015/16,2015,29,relegation,H. Akko,Hapoel Haifa,2,3,-1,A,0,3
2015/16,2015,29,relegation,Hapoel Kfar Saba,Bnei Yehuda,0,1,-1,A,0,3
2015/16,2015,28,relegation,Hapoel Haifa,Hapoel Kfar Saba,0,0,0,D,1,1
2015/16,2015,28,relegation,Hapoel Tel Aviv,H. Akko,1,0,1,H,3,0
2015/16,2015,28,relegation,Ironi Kiryat Shmona,Netanya,2,0,2,H,3,0
2015/16,2015,28,relegation,Bnei Yehuda,Maccabi Petah Tikva,1,2,-1,A,0,3
2015/16,2015,27,relegation,H. Akko,Netanya,4,1,3,H,3,0
2015/16,2015,27,relegation,Hapoel Kfar Saba,Hapoel Tel Aviv,0,3,-3,A,0,3
2015/16,2015,27,relegation,Maccabi Petah Tikva,Hapoel Haifa,2,1,1,H,3,0
2015/16,2015,27,relegation,Bnei Yehuda,Ironi Kiryat Shmona,1,0,1,H,3,0
