season,season_year,round,playoff_type,home_team,away_team,home_goals,away_goals,goal_diff,result,home_points,away_points
2012/13,2012,33,relegation,Hapoel Haifa,H. Akko,1,1,0,D,1,1
2012/13,2012,33,relegation,Hap. Ramat Gan,SC Ashdod,1,2,-1,A,0,3
2012/13,2012,33,relegation,Netanya,H. Beer Sheva,0,3,-3,A,0,3
2012/13,2012,33,relegation,Sakhnin,Beitar Jerusalem,0,0,0,D,1,1
2012/13,2012,32,relegation,Beitar Jerusalem,Netanya,1,3,-2,A,0,3
2012/13,2012,32,relegation,H. Akko,Hap. Ramat Gan,2,1,1,H,3,0
2012/13,2012,32,relegation,H. Beer Sheva,Hapoel Haifa,2,0,2,H,3,0
2012/13,2012,32,relegation,SC Ashdod,Sakhnin,1,1,0,D,1,1
2012/13,2012,31,relegation,Sakhnin,Hap. Ramat Gan,1,0,1,H,3,0
2012/13,2012,31,relegation,Hapoel Haifa,Beitar Jerusalem,3,1,2,H,3,0
2012/13,2012,31,relegation,H. Beer Sheva,H. Akko,0,0,0,D,1,1
2012/13,2012,31,relegation,Netanya,SC Ashdod,2,1,1,H,3,0
2012/13,2012,30,relegation,Beitar Jerusalem,H. Beer Sheva,1,0,1,H,3,0
2012/13,2012,30,relegation,H. Akko,Sakhnin,1,1,0,D,1,1
2012/13,2012,30,relegation,Hap. Ramat Gan,Netanya,0,0,0,D,1,1
2012/13,2012,30,relegation,SC Ashdod,Hapoel Haifa,1,0,1,H,3,0
2012/13,2012,29,relegation,Beitar Jerusalem,H. Akko,2,2,0,D,1,1
2012/13,2012,29,relegation,Hapoel Haifa,Hap. Ramat Gan,1,0,1,H,3,0
2012/13,2012,29,relegation,H. Beer Sheva,SC Ashdod,2,0,2,H,3,0
2012/13,2012,29,relegation,Netanya,Sakhnin,1,1,0,D,1,1
2012/13,2012,28,relegation,Sakhnin,Hapoel Haifa,0,0,0,D,1,1
2012/13,2012,28,relegation,SC Ashdod,Beitar Jerusalem,2,2,0,D,1,1
2012/13,2012,28,relegation,H. Akko,Netanya,2,0,2,H,3,0
2012/13,2012,28,relegation,Hap. Ramat Gan,H. Beer Sheva,1,1,0,D,1,1
2012/13,2012,27,relegation,Beitar Jerusalem,Hap. Ramat Gan,1,2,-1,A,0,3
2012/13,2012,27,relegation,Hapoel Haifa,Netanya,3,0,3,H,3,0
2012/13,2012,27,relegation,H. Beer Sheva,Sakhnin,1,2,-1,A,0,3
2012/13,2012,27,relegation,SC Ashdod,H. Akko,1,2,-1,A,0,3
