season,season_year,round,playoff_type,home_team,away_team,home_goals,away_goals,goal_diff,result,home_points,away_points
2018/19,2018,33,relegation,Maccabi Petah Tikva,Hapoel Tel Aviv,0,2,-2,A,0,3
2018/19,2018,33,relegation,Sakhnin,Ironi Kiryat Shmona,0,2,-2,A,0,3
2018/19,2018,33,relegation,SC Ashdod,Hapoel Haifa,1,0,1,H,3,0
2018/19,2018,33,relegation,H. Raanana,Beitar Jerusalem,1,2,-1,A,0,3
2018/19,2018,32,relegation,Beitar Jerusalem,SC Ashdod,2,3,-1,A,0,3
2018/19,2018,32,relegation,Hapoel Haifa,Maccabi Petah Tikva,0,3,-3,A,0,3
2018/19,2018,32,relegation,Hapoel Tel Aviv,Sakhnin,3,0,3,H,3,0
2018/19,2018,32,relegation,Ironi Kiryat Shmona,H. Raanana,0,0,0,D,1,1
2018/19,2018,31,relegation,H. Raanana,Hapoel Tel Aviv,2,1,1,H,3,0
2018/19,2018,31,relegation,Maccabi Petah Tikva,SC Ashdod,0,3,-3,A,0,3
2018/19,2018,31,relegation,Sakhnin,Hapoel Haifa,1,2,-1,A,0,3
2018/19,2018,31,relegation,Ironi Kiryat Shmona,Beitar Jerusalem,0,1,-1,A,0,3
2018/19,2018,30,relegation,Beitar Jerusalem,Maccabi Petah Tikva,4,1,3,H,3,0
2018/19,2018,30,relegation,Hapoel Haifa,H. Raanana,0,2,-2,A,0,3
2018/19,2018,30,relegation,Hapoel Tel Aviv,Ironi Kiryat Shmona,2,2,0,D,1,1
2018/19,2018,30,relegation,SC Ashdod,Sakhnin,1,2,-1,A,0,3
2018/19,2018,29,relegation,Hapoel Tel Aviv,Beitar Jerusalem,1,2,-1,A,0,3
2018/19,2018,29,relegation,H. Raanana,SC Ashdod,1,2,-1,A,0,3
2018/19,2018,29,relegation,Sakhnin,Maccabi Petah Tikva,1,1,0,D,1,1
2018/19,2018,29,relegation,Ironi Kiryat Shmona,Hapoel Haifa,3,0,3,H,3,0
2018/19,2018,28,relegation,Hapoel Haifa,Hapoel Tel Aviv,0,0,0,D,1,1
2018/19,2018,28,relegation,Beitar Jerusalem,Sakhnin,0,0,0,D,1,1
2018/19,2018,28,relegation,Maccabi Petah Tikva,H. Raanana,1,1,0,D,1,1
2018/19,2018,28,relegation,SC Ashdod,Ironi Kiryat Shmona,3,2,1,H,3,0
2018/19,2018,27,relegation,Hapoel Haifa,Beitar Jerusalem,0,0,0,D,1,1
2018/19,2018,27,relegation,Ironi Kiryat Shmona,Maccabi Petah Tikva,0,1,-1,A,0,3
2018/19,2018,27,relegation,Hapoel Tel Aviv,SC Ashdod,5,1,4,H,3,0
2018/19,2018,27,relegation,H. Raanana,Sakhnin,2,2,0,D,1,1
