season,season_year,round,playoff_type,home_team,away_team,home_goals,away_goals,goal_diff,result,home_points,away_points
2017/18,2017,33,relegation,Ashkelon,Maccabi Petah Tikva,0,2,-2,A,0,3
2017/18,2017,33,relegation,H. Akko,Sakhnin,1,2,-1,A,0,3
2017/18,2017,33,relegation,Maccabi Haifa,H. Raanana,2,0,2,H,3,0
2017/18,2017,33,relegation,SC Ashdod,Ironi Kiryat Shmona,1,2,-1,A,0,3
2017/18,2017,32,relegation,H. Raanana,Ashkelon,4,0,4,H,3,0
2017/18,2017,32,relegation,Maccabi Petah Tikva,SC Ashdod,2,1,1,H,3,0
2017/18,2017,32,relegation,Sakhnin,Maccabi Haifa,1,1,0,D,1,1
2017/18,2017,32,relegation,Ironi Kiryat Shmona,H. Akko,4,0,4,H,3,0
2017/18,2017,31,relegation,SC Ashdod,Ashkelon,1,0,1,H,3,0
2017/18,2017,31,relegation,H. Akko,Maccabi Petah Tikva,2,1,1,H,3,0
2017/18,2017,31,relegation,Maccabi Haifa,Ironi Kiryat Shmona,1,2,-1,A,0,3
2017/18,2017,31,relegation,Sakhnin,H. Raanana,1,3,-2,A,0,3
2017/18,2017,30,relegation,H. Raanana,SC Ashdod,1,0,1,H,3,0
2017/18,2017,30,relegation,Ashkelon,H. Akko,0,2,-2,A,0,3
2017/18,2017,30,relegation,Maccabi Petah Tikva,Maccabi Haifa,0,1,-1,A,0,3
2017/18,2017,30,relegation,Ironi Kiryat Shmona,Sakhnin,2,0,2,H,3,0
2017/18,2017,29,relegation,Sakhnin,Maccabi Petah Tikva,2,2,0,D,1,1
2017/18,2017,29,relegation,H. Akko,SC Ashdod,1,1,0,D,1,1
2017/18,2017,29,relegation,Maccabi Haifa,Ashkelon,2,1,1,H,3,0
2017/18,2017,29,relegation,Ironi Kiryat Shmona,H. Raanana,0,1,-1,A,0,3
2017/18,2017,28,relegation,Ashkelon,Sakhnin,2,0,2,H,3,0
2017/18,2017,28,relegation,H. Raanana,H. Akko,1,1,0,D,1,1
2017/18,2017,28,relegation,Maccabi Petah Tikva,Ironi Kiryat Shmona,2,0,2,H,3,0
2017/18,2017,28,relegation,SC Ashdod,Maccabi Haifa,2,1,1,H,3,0
2017/18,2017,27,relegation,Maccabi Petah Tikva,H. Raanana,1,3,-2,A,0,3
2017/18,2017,27,relegation,Maccabi Haifa,H. Akko,4,0,4,H,3,0
2017/18,2017,27,relegation,Sakhnin,SC Ashdod,2,1,1,H,3,0
2017/18,2017,27,relegation,Ironi Kiryat Shmona,Ashkelon,1,1,0,D,1,1
