season,season_year,home_team,away_team,home_goals,away_goals,goal_diff,result,home_points,away_points
2013/14,2013,Beitar Jerusalem,BnY,2,1,1,H,3,0
2013/14,2013,Beitar Jerusalem,BnS,0,1,-1,A,0,3
2013/14,2013,Beitar Jerusalem,ASH,2,0,2,H,3,0
2013/14,2013,Beitar Jerusalem,HAC,1,0,1,H,3,0
2013/14,2013,Beitar Jerusalem,HBS,0,2,-2,A,0,3
2013/14,2013,Beitar Jerusalem,HHA,0,1,-1,A,0,3
2013/14,2013,Beitar Jerusalem,HRA,1,1,0,D,1,1
2013/14,2013,Beitar Jerusalem,HRH,0,1,-1,A,0,3
2013/14,2013,Beitar Jerusalem,HTA,1,0,1,H,3,0
2013/14,2013,Beitar Jerusalem,IKS,1,4,-3,A,0,3
2013/14,2013,Beitar Jerusalem,MHA,1,0,1,H,3,0
2013/14,2013,Beitar Jerusalem,MPT,1,0,1,H,3,0
2013/14,2013,Beitar Jerusalem,MTA,1,2,-1,A,0,3
2013/14,2013,Bnei Yehuda,BEI,0,0,0,D,1,1
2013/14,2013,Bnei Yehuda,BnS,2,4,-2,A,0,3
2013/14,2013,Bnei Yehuda,ASH,1,0,1,H,3,0
2013/14,2013,Bnei Yehuda,HAC,1,0,1,H,3,0
2013/14,2013,Bnei Yehuda,HBS,1,2,-1,A,0,3
2013/14,2013,Bnei Yehuda,HHA,2,2,0,D,1,1
2013/14,2013,Bnei Yehuda,HRA,0,0,0,D,1,1
2013/14,2013,Bnei Yehuda,HRH,0,1,-1,A,0,3
2013/14,2013,Bnei Yehuda,HTA,2,2,0,D,1,1
2013/14,2013,Bnei Yehuda,IKS,0,0,0,D,1,1
2013/14,2013,Bnei Yehuda,MHA,0,2,-2,A,0,3
2013/14,2013,Bnei Yehuda,MPT,2,4,-2,A,0,3
2013/14,2013,Bnei Yehuda,MTA,0,2,-2,A,0,3
2013/14,2013,Bnei Sakhnin,BEI,0,0,0,D,1,1
2013/14,2013,Bnei Sakhnin,BnY,0,1,-1,A,0,3
2013/14,2013,Bnei Sakhnin,ASH,2,1,1,H,3,0
2013/14,2013,Bnei Sakhnin,HAC,1,0,1,H,3,0
2013/14,2013,Bnei Sakhnin,HBS,0,4,-4,A,0,3
2013/14,2013,Bnei Sakhnin,HHA,2,0,2,H,3,0
2013/14,2013,Bnei Sakhnin,HRA,2,0,2,H,3,0
2013/14,2013,Bnei Sakhnin,HRH,1,1,0,D,1,1
2013/14,2013,Bnei Sakhnin,HTA,4,0,4,H,3,0
2013/14,2013,Bnei Sakhnin,IKS,1,1,0,D,1,1
2013/14,2013,Bnei Sakhnin,MHA,0,0,0,D,1,1
2013/14,2013,Bnei Sakhnin,MPT,0,2,-2,A,0,3
2013/14,2013,Bnei Sakhnin,MTA,0,2,-2,A,0,3
2013/14,2013,F.C. Ironi Ashdod,BEI,1,0,1,H,3,0
2013/14,2013,F.C. Ironi Ashdod,BnY,1,0,1,H,3,0
2013/14,2013,F.C. Ironi Ashdod,BnS,0,0,0,D,1,1
2013/14,2013,F.C. Ironi Ashdod,HAC,0,0,0,D,1,1
2013/14,2013,F.C. Ironi Ashdod,HBS,2,2,0,D,1,1
2013/14,2013,F.C. Ironi Ashdod,HHA,1,0,1,H,3,0
2013/14,2013,F.C. Ironi Ashdod,HRA,1,2,-1,A,0,3
2013/14,2013,F.C. Ironi Ashdod,HRH,3,0,3,H,3,0
2013/14,2013,F.C. Ironi Ashdod,HTA,4,5,-1,A,0,3
2013/14,2013,F.C. Ironi Ashdod,IKS,2,1,1,H,3,0
2013/14,2013,F.C. Ironi Ashdod,MHA,3,2,1,H,3,0
2013/14,2013,F.C. Ironi Ashdod,MPT,2,0,2,H,3,0
2013/14,2013,F.C. Ironi Ashdod,MTA,0,0,0,D,1,1
2013/14,2013,Hapoel Acre,BEI,0,0,0,D,1,1
2013/14,2013,Hapoel Acre,BnY,3,2,1,H,3,0
2013/14,2013,Hapoel Acre,BnS,0,2,-2,A,0,3
2013/14,2013,Hapoel Acre,ASH,1,1,0,D,1,1
2013/14,2013,Hapoel Acre,HBS,1,2,-1,A,0,3
2013/14,2013,Hapoel Acre,HHA,2,1,1,H,3,0
2013/14,2013,Hapoel Acre,HRA,0,0,0,D,1,1
2013/14,2013,Hapoel Acre,HRH,4,3,1,H,3,0
2013/14,2013,Hapoel Acre,HTA,2,1,1,H,3,0
2013/14,2013,Hapoel Acre,IKS,2,1,1,H,3,0
2013/14,2013,Hapoel Acre,MHA,1,1,0,D,1,1
2013/14,2013,Hapoel Acre,MPT,1,3,-2,A,0,3
2013/14,2013,Hapoel Acre,MTA,0,2,-2,A,0,3
2013/14,2013,Hapoel Be'er Sheva,BEI,2,0,2,H,3,0
2013/14,2013,Hapoel Be'er Sheva,BnY,2,1,1,H,3,0
2013/14,2013,Hapoel Be'er Sheva,BnS,2,1,1,H,3,0
2013/14,2013,Hapoel Be'er Sheva,ASH,2,0,2,H,3,0
2013/14,2013,Hapoel Be'er Sheva,HAC,1,1,0,D,1,1
2013/14,2013,Hapoel Be'er Sheva,HHA,1,0,1,H,3,0
2013/14,2013,Hapoel Be'er Sheva,HRA,0,0,0,D,1,1
2013/14,2013,Hapoel Be'er Sheva,HRH,0,0,0,D,1,1
2013/14,2013,Hapoel Be'er Sheva,HTA,2,0,2,H,3,0
2013/14,2013,Hapoel Be'er Sheva,IKS,0,2,-2,A,0,3
2013/14,2013,Hapoel Be'er Sheva,MHA,3,1,2,H,3,0
2013/14,2013,Hapoel Be'er Sheva,MPT,3,0,3,H,3,0
2013/14,2013,Hapoel Be'er Sheva,MTA,3,2,1,H,3,0
2013/14,2013,Hapoel Haifa,BEI,2,2,0,D,1,1
2013/14,2013,Hapoel Haifa,BnY,2,1,1,H,3,0
2013/14,2013,Hapoel Haifa,BnS,2,0,2,H,3,0
2013/14,2013,Hapoel Haifa,ASH,1,1,0,D,1,1
2013/14,2013,Hapoel Haifa,HAC,0,0,0,D,1,1
2013/14,2013,Hapoel Haifa,HBS,1,3,-2,A,0,3
2013/14,2013,Hapoel Haifa,HRA,1,1,0,D,1,1
2013/14,2013,Hapoel Haifa,HRH,3,0,3,H,3,0
2013/14,2013,Hapoel Haifa,HTA,0,4,-4,A,0,3
2013/14,2013,Hapoel Haifa,IKS,2,0,2,H,3,0
2013/14,2013,Hapoel Haifa,MHA,0,1,-1,A,0,3
2013/14,2013,Hapoel Haifa,MPT,0,1,-1,A,0,3
2013/14,2013,Hapoel Haifa,MTA,1,3,-2,A,0,3
2013/14,2013,Hapoel Ra'anana,BEI,2,2,0,D,1,1
2013/14,2013,Hapoel Ra'anana,BnY,0,2,-2,A,0,3
2013/14,2013,Hapoel Ra'anana,BnS,0,1,-1,A,0,3
2013/14,2013,Hapoel Ra'anana,ASH,3,0,3,H,3,0
2013/14,2013,Hapoel Ra'anana,HAC,1,3,-2,A,0,3
2013/14,2013,Hapoel Ra'anana,HBS,1,0,1,H,3,0
2013/14,2013,Hapoel Ra'anana,HHA,0,2,-2,A,0,3
2013/14,2013,Hapoel Ra'anana,HRH,1,2,-1,A,0,3
2013/14,2013,Hapoel Ra'anana,HTA,1,4,-3,A,0,3
2013/14,2013,Hapoel Ra'anana,IKS,0,2,-2,A,0,3
2013/14,2013,Hapoel Ra'anana,MHA,1,0,1,H,3,0
2013/14,2013,Hapoel Ra'anana,MPT,1,0,1,H,3,0
2013/14,2013,Hapoel Ra'anana,MTA,0,2,-2,A,0,3
