Season,Date,Matchday,HomeTeam,AwayTeam,Attendance
2012/13,25/08/12,1,FC Ashdod,Hapoel Ramat haSharon,500
2012/13,25/08/12,1,Hapoel Acre,Bnei Yehuda Tel Aviv,600
2012/13,25/08/12,1,Hapoel Beer Sheva,Ihud Bnei Sakhnin,4500
2012/13,25/08/12,1,Hapoel Haifa,Maccabi Netanya,4000
2012/13,25/08/12,1,Ironi Kiryat Shmona,Beitar Jerusalem,3800
2012/13,26/08/12,1,Hapoel Ramat Gan,Hapoel Tel Aviv,4000
2012/13,27/08/12,1,Maccabi Tel Aviv,Maccabi Haifa,13500
2012/13,01/09/12,2,Beitar Jerusalem,Hapoel Beer Sheva,5500
2012/13,01/09/12,2,Bnei Yehuda Tel Aviv,Hapoel Ramat Gan,2500
2012/13,01/09/12,2,Hapoel Ramat haSharon,Hapoel Acre,150
2012/13,01/09/12,2,Ihud Bnei Sakhnin,FC Ashdod,1000
2012/13,01/09/12,2,Maccabi Haifa,Ironi Kiryat Shmona,10000
2012/13,02/09/12,2,Hapoel Tel Aviv,Hapoel Haifa,7500
2012/13,03/09/12,2,Maccabi Netanya,Maccabi Tel Aviv,4500
2012/13,13/09/12,3,FC Ashdod,Beitar Jerusalem,2000
2012/13,15/09/12,3,Hapoel Acre,Ihud Bnei Sakhnin,800
2012/13,15/09/12,3,Hapoel Beer Sheva,Maccabi Haifa,7500
2012/13,15/09/12,3,Hapoel Haifa,Maccabi Tel Aviv,6000
2012/13,15/09/12,3,Hapoel Ramat Gan,Hapoel Ramat haSharon,1000
2012/13,15/09/12,3,Hapoel Tel Aviv,Bnei Yehuda Tel Aviv,11000
2012/13,15/09/12,3,Ironi Kiryat Shmona,Maccabi Netanya,2500
2012/13,22/09/12,4,Beitar Jerusalem,Hapoel Acre,4500
2012/13,22/09/12,4,Bnei Yehuda Tel Aviv,Hapoel Haifa,2500
2012/13,22/09/12,4,Ihud Bnei Sakhnin,Hapoel Ramat Gan,900
2012/13,22/09/12,4,Maccabi Haifa,FC Ashdod,9000
2012/13,22/09/12,4,Maccabi Netanya,Hapoel Beer Sheva,2500
2012/13,23/09/12,4,Hapoel Ramat haSharon,Hapoel Tel Aviv,2500
2012/13,24/09/12,4,Maccabi Tel Aviv,Ironi Kiryat Shmona,12200
2012/13,01/10/12,5,Hapoel Beer Sheva,Maccabi Tel Aviv,9500
2012/13,29/09/12,5,Bnei Yehuda Tel Aviv,Hapoel Ramat haSharon,4000
2012/13,29/09/12,5,FC Ashdod,Maccabi Netanya,3000
2012/13,29/09/12,5,Hapoel Acre,Maccabi Haifa,5000
2012/13,29/09/12,5,Hapoel Haifa,Ironi Kiryat Shmona,3000
2012/13,29/09/12,5,Hapoel Ramat Gan,Beitar Jerusalem,3000
2012/13,29/09/12,5,Hapoel Tel Aviv,Ihud Bnei Sakhnin,8500
2012/13,06/10/12,6,Hapoel Ramat haSharon,Hapoel Haifa,1000
2012/13,06/10/12,6,Ihud Bnei Sakhnin,Bnei Yehuda Tel Aviv,2000
2012/13,06/10/12,6,Maccabi Haifa,Hapoel Ramat Gan,10000
2012/13,06/10/12,6,Maccabi Netanya,Hapoel Acre,1500
2012/13,06/10/12,6,Maccabi Tel Aviv,FC Ashdod,13000
2012/13,29/10/12,6,Beitar Jerusalem,Hapoel Tel Aviv,18000
2012/13,29/10/12,6,Ironi Kiryat Shmona,Hapoel Beer Sheva,1500
2012/13,20/10/12,7,FC Ashdod,Ironi Kiryat Shmona,3000
2012/13,20/10/12,7,Hapoel Acre,Maccabi Tel Aviv,5000
2012/13,20/10/12,7,Hapoel Haifa,Hapoel Beer Sheva,4000
2012/13,20/10/12,7,Hapoel Ramat Gan,Maccabi Netanya,1100
2012/13,20/10/12,7,Hapoel Ramat haSharon,Ihud Bnei Sakhnin,300
2012/13,21/10/12,7,Bnei Yehuda Tel Aviv,Beitar Jerusalem,4200
2012/13,22/10/12,7,Hapoel Tel Aviv,Maccabi Haifa,14000
2012/13,03/11/12,8,Beitar Jerusalem,Hapoel Ramat haSharon,7000
2012/13,03/11/12,8,Hapoel Beer Sheva,FC Ashdod,5300
2012/13,03/11/12,8,Ihud Bnei Sakhnin,Hapoel Haifa,3000
2012/13,03/11/12,8,Ironi Kiryat Shmona,Hapoel Acre,1200
2012/13,03/11/12,8,Maccabi Tel Aviv,Hapoel Ramat Gan,10000
2012/13,04/11/12,8,Maccabi Netanya,Hapoel Tel Aviv,13800
2012/13,05/11/12,8,Maccabi Haifa,Bnei Yehuda Tel Aviv,11000
2012/13,10/11/12,9,Bnei Yehuda Tel Aviv,Maccabi Netanya,2500
2012/13,10/11/12,9,Hapoel Acre,Hapoel Beer Sheva,1500
2012/13,10/11/12,9,Hapoel Haifa,FC Ashdod,3000
2012/13,10/11/12,9,Hapoel Ramat haSharon,Maccabi Haifa,2500
2012/13,10/11/12,9,Ihud Bnei Sakhnin,Beitar Jerusalem,6500
2012/13,11/11/12,9,Hapoel Ramat Gan,Ironi Kiryat Shmona,400
2012/13,11/11/12,9,Hapoel Tel Aviv,Maccabi Tel Aviv,14100
2012/13,04/12/12,10,Hapoel Beer Sheva,Hapoel Ramat Gan,3000
2012/13,12/12/12,10,FC Ashdod,Hapoel Acre,1000
2012/13,17/11/12,10,Ironi Kiryat Shmona,Hapoel Tel Aviv,3500
2012/13,17/11/12,10,Maccabi Netanya,Hapoel Ramat haSharon,3000
2012/13,17/11/12,10,Maccabi Tel Aviv,Bnei Yehuda Tel Aviv,6700
2012/13,18/11/12,10,Beitar Jerusalem,Hapoel Haifa,8000
2012/13,19/11/12,10,Maccabi Haifa,Ihud Bnei Sakhnin,11000
2012/13,24/11/12,11,Hapoel Haifa,Hapoel Acre,2000
2012/13,24/11/12,11,Hapoel Ramat Gan,FC Ashdod,1000
2012/13,24/11/12,11,Hapoel Ramat haSharon,Maccabi Tel Aviv,4700
2012/13,24/11/12,11,Ihud Bnei Sakhnin,Maccabi Netanya,1000
2012/13,25/11/12,11,Bnei Yehuda Tel Aviv,Ironi Kiryat Shmona,2500
2012/13,26/11/12,11,Beitar Jerusalem,Maccabi Haifa,15000
2012/13,26/11/12,11,Hapoel Tel Aviv,Hapoel Beer Sheva,8100
2012/13,01/12/12,12,Hapoel Acre,Hapoel Ramat Gan,1000
2012/13,01/12/12,12,Hapoel Beer Sheva,Bnei Yehuda Tel Aviv,4500
2012/13,01/12/12,12,Ironi Kiryat Shmona,Hapoel Ramat haSharon,1000
2012/13,01/12/12,12,Maccabi Netanya,Beitar Jerusalem,10000
2012/13,01/12/12,12,Maccabi Tel Aviv,Ihud Bnei Sakhnin,8600
2012/13,02/12/12,12,Hapoel Haifa,Maccabi Haifa,10000
2012/13,03/12/12,12,FC Ashdod,Hapoel Tel Aviv,7000
2012/13,08/12/12,13,Bnei Yehuda Tel Aviv,FC Ashdod,2500
2012/13,08/12/12,13,Hapoel Ramat Gan,Hapoel Haifa,900
2012/13,08/12/12,13,Hapoel Ramat haSharon,Hapoel Beer Sheva,1000
2012/13,08/12/12,13,Maccabi Haifa,Maccabi Netanya,11000
2012/13,09/12/12,13,Hapoel Tel Aviv,Hapoel Acre,8100
2012/13,10/12/12,13,Beitar Jerusalem,Maccabi Tel Aviv,28000
2012/13,10/12/12,13,Ihud Bnei Sakhnin,Ironi Kiryat Shmona,2000
2012/13,15/12/12,14,Hapoel Ramat haSharon,FC Ashdod,500
2012/13,15/12/12,14,Hapoel Tel Aviv,Hapoel Ramat Gan,8500
2012/13,15/12/12,14,Ihud Bnei Sakhnin,Hapoel Beer Sheva,2000
2012/13,15/12/12,14,Maccabi Netanya,Hapoel Haifa,2500
2012/13,16/12/12,14,Beitar Jerusalem,Ironi Kiryat Shmona,7500
2012/13,16/12/12,14,Bnei Yehuda Tel Aviv,Hapoel Acre,1500
2012/13,17/12/12,14,Maccabi Haifa,Maccabi Tel Aviv,14000
2012/13,22/12/12,15,FC Ashdod,Ihud Bnei Sakhnin,2000
2012/13,22/12/12,15,Hapoel Acre,Hapoel Ramat haSharon,700
2012/13,22/12/12,15,Hapoel Haifa,Hapoel Tel Aviv,3300
2012/13,22/12/12,15,Hapoel Ramat Gan,Bnei Yehuda Tel Aviv,2000
2012/13,22/12/12,15,Maccabi Tel Aviv,Maccabi Netanya,8300
2012/13,23/12/12,15,Hapoel Beer Sheva,Beitar Jerusalem,8700
2012/13,24/12/12,15,Ironi Kiryat Shmona,Maccabi Haifa,4000
2012/13,29/12/12,16,Bnei Yehuda Tel Aviv,Hapoel Tel Aviv,5800
2012/13,29/12/12,16,Hapoel Ramat haSharon,Hapoel Ramat Gan,1000
2012/13,29/12/12,16,Ihud Bnei Sakhnin,Hapoel Acre,4000
2012/13,29/12/12,16,Maccabi Haifa,Hapoel Beer Sheva,10000
2012/13,29/12/12,16,Maccabi Netanya,Ironi Kiryat Shmona,2900
2012/13,30/12/12,16,Maccabi Tel Aviv,Hapoel Haifa,9200
2012/13,31/12/12,16,Beitar Jerusalem,FC Ashdod,7000
2012/13,05/01/13,17,Hapoel Acre,Beitar Jerusalem,4000
2012/13,05/01/13,17,Hapoel Beer Sheva,Maccabi Netanya,3500
2012/13,05/01/13,17,Hapoel Haifa,Bnei Yehuda Tel Aviv,3000
2012/13,05/01/13,17,Hapoel Ramat Gan,Ihud Bnei Sakhnin,1000
2012/13,05/01/13,17,Hapoel Tel Aviv,Hapoel Ramat haSharon,5640
2012/13,06/01/13,17,FC Ashdod,Maccabi Haifa,2700
2012/13,07/01/13,17,Ironi Kiryat Shmona,Maccabi Tel Aviv,1200
2012/13,12/01/13,18,Hapoel Ramat haSharon,Bnei Yehuda Tel Aviv,1300
2012/13,12/01/13,18,Ihud Bnei Sakhnin,Hapoel Tel Aviv,3000
2012/13,12/01/13,18,Ironi Kiryat Shmona,Hapoel Haifa,1300
2012/13,12/01/13,18,Maccabi Haifa,Hapoel Acre,9000
2012/13,12/01/13,18,Maccabi Netanya,FC Ashdod,3000
2012/13,13/01/13,18,Beitar Jerusalem,Hapoel Ramat Gan,5000
2012/13,14/01/13,18,Maccabi Tel Aviv,Hapoel Beer Sheva,11000
2012/13,19/01/13,19,Bnei Yehuda Tel Aviv,Ihud Bnei Sakhnin,1500
2012/13,19/01/13,19,FC Ashdod,Maccabi Tel Aviv,6000
2012/13,19/01/13,19,Hapoel Acre,Maccabi Netanya,900
2012/13,19/01/13,19,Hapoel Beer Sheva,Ironi Kiryat Shmona,3000
2012/13,19/01/13,19,Hapoel Haifa,Hapoel Ramat haSharon,2600
2012/13,20/01/13,19,Hapoel Ramat Gan,Maccabi Haifa,4800
2012/13,21/01/13,19,Hapoel Tel Aviv,Beitar Jerusalem,13200
2012/13,26/01/13,20,Beitar Jerusalem,Bnei Yehuda Tel Aviv,8000
2012/13,26/01/13,20,Ihud Bnei Sakhnin,Hapoel Ramat haSharon,1500
2012/13,26/01/13,20,Ironi Kiryat Shmona,FC Ashdod,1000
2012/13,26/01/13,20,Maccabi Netanya,Hapoel Ramat Gan,3500
2012/13,26/01/13,20,Maccabi Tel Aviv,Hapoel Acre,11500
2012/13,27/01/13,20,Hapoel Beer Sheva,Hapoel Haifa,2950
2012/13,27/01/13,20,Maccabi Haifa,Hapoel Tel Aviv,13500
2012/13,02/02/13,21,FC Ashdod,Hapoel Beer Sheva,2500
2012/13,02/02/13,21,Hapoel Acre,Ironi Kiryat Shmona,750
2012/13,02/02/13,21,Hapoel Haifa,Ihud Bnei Sakhnin,2500
2012/13,02/02/13,21,Hapoel Ramat Gan,Maccabi Tel Aviv,4500
2012/13,02/02/13,21,Hapoel Tel Aviv,Maccabi Netanya,8000
2012/13,03/02/13,21,Bnei Yehuda Tel Aviv,Maccabi Haifa,6000
2012/13,03/02/13,21,Hapoel Ramat haSharon,Beitar Jerusalem,2500
2012/13,09/02/13,22,FC Ashdod,Hapoel Haifa,1500
2012/13,09/02/13,22,Hapoel Beer Sheva,Hapoel Acre,3800
2012/13,09/02/13,22,Ironi Kiryat Shmona,Hapoel Ramat Gan,2000
2012/13,09/02/13,22,Maccabi Haifa,Hapoel Ramat haSharon,9000
2012/13,09/02/13,22,Maccabi Netanya,Bnei Yehuda Tel Aviv,4000
2012/13,10/02/13,22,Beitar Jerusalem,Ihud Bnei Sakhnin,9000
2012/13,11/02/13,22,Maccabi Tel Aviv,Hapoel Tel Aviv,14000
2012/13,16/02/13,23,Hapoel Acre,FC Ashdod,600
2012/13,16/02/13,23,Hapoel Ramat Gan,Hapoel Beer Sheva,950
2012/13,16/02/13,23,Hapoel Ramat haSharon,Maccabi Netanya,500
