Season,Date,Matchday,HomeTeam,AwayTeam,Attendance
2015/16,22/08/15,1,Hapoel Acre,Hapoel Haifa,4000
2015/16,22/08/15,1,Hapoel Raanana,Hapoel Kfar Saba,1000
2015/16,22/08/15,1,Maccabi Haifa,Bnei Yehuda Tel Aviv,0
2015/16,22/08/15,1,Maccabi Petah Tikva,Maccabi Netanya,3000
2015/16,22/08/15,1,Maccabi Tel Aviv,Ihud Bnei Sakhnin,11007
2015/16,23/08/15,1,Ironi Kiryat Shmona,Hapoel Beer Sheva,3500
2015/16,24/08/15,1,Beitar Jerusalem,Hapoel Tel Aviv,21000
2015/16,29/08/15,2,Hapoel Haifa,Maccabi Petah Tikva,3500
2015/16,29/08/15,2,Hapoel Kfar Saba,Maccabi Haifa,3000
2015/16,29/08/15,2,Hapoel Tel Aviv,Ironi Kiryat Shmona,9300
2015/16,29/08/15,2,Ihud Bnei Sakhnin,Hapoel Raanana,1000
2015/16,30/08/15,2,Hapoel Beer Sheva,Maccabi Tel Aviv,23000
2015/16,30/08/15,2,Maccabi Netanya,Beitar Jerusalem,9000
2015/16,31/08/15,2,Bnei Yehuda Tel Aviv,Hapoel Acre,3500
2015/16,12/09/15,3,Beitar Jerusalem,Hapoel Haifa,3200
2015/16,12/09/15,3,Hapoel Acre,Hapoel Kfar Saba,700
2015/16,12/09/15,3,Hapoel Raanana,Hapoel Beer Sheva,3000
2015/16,12/09/15,3,Hapoel Tel Aviv,Maccabi Netanya,11200
2015/16,12/09/15,3,Ironi Kiryat Shmona,Maccabi Tel Aviv,4200
2015/16,12/09/15,3,Maccabi Haifa,Ihud Bnei Sakhnin,18540
2015/16,12/09/15,3,Maccabi Petah Tikva,Bnei Yehuda Tel Aviv,2000
2015/16,19/09/15,4,Bnei Yehuda Tel Aviv,Beitar Jerusalem,6700
2015/16,19/09/15,4,Hapoel Haifa,Hapoel Tel Aviv,4500
2015/16,19/09/15,4,Hapoel Kfar Saba,Maccabi Petah Tikva,2500
