Season,Date,Matchday,HomeTeam,AwayTeam,Attendance
2025/26,23/08/25,1,Hapoel Jerusalem,FC Ashdod,2490
2025/26,23/08/25,1,Hapoel Tel Aviv,Ironi Kiryat Shmona,17079
2025/26,23/08/25,1,Ironi Tiberias,Hapoel Haifa,1038
2025/26,23/08/25,1,Maccabi Haifa,Maccabi Bnei Reineh,22346
2025/26,24/08/25,1,Maccabi Netanya,Hapoel Beer Sheva,8809
2025/26,25/08/25,1,Ihud Bnei Sakhnin,Beitar Jerusalem,2958
2025/26,16/09/25,1,Hapoel Petah Tikva,Maccabi Tel Aviv,9315
2025/26,30/08/25,2,Ironi Kiryat Shmona,Hapoel Petah Tikva,1802
2025/26,30/08/25,2,Maccabi Bnei Reineh,Hapoel Tel Aviv,4384
2025/26,30/08/25,2,Hapoel Haifa,Hapoel Jerusalem,2310
2025/26,30/08/25,2,FC Ashdod,Ihud Bnei Sakhnin,1092
2025/26,30/08/25,2,Hapoel Beer Sheva,Ironi Tiberias,12440
2025/26,31/08/25,2,Maccabi Tel Aviv,Maccabi Netanya,21753
2025/26,31/08/25,2,Beitar Jerusalem,Maccabi Haifa,27000
2025/26,13/09/25,3,Hapoel Petah Tikva,Maccabi Netanya,4083
2025/26,13/09/25,3,Ihud Bnei Sakhnin,Hapoel Haifa,2002
2025/26,13/09/25,3,Ironi Tiberias,Maccabi Tel Aviv,4460
2025/26,13/09/25,3,Ironi Kiryat Shmona,Maccabi Bnei Reineh,276
2025/26,14/09/25,3,Hapoel Jerusalem,Hapoel Beer Sheva,3702
2025/26,15/09/25,3,Maccabi Haifa,FC Ashdod,25394
2025/26,15/09/25,3,Hapoel Tel Aviv,Beitar Jerusalem,22593
2025/26,20/09/25,4,Maccabi Bnei Reineh,Hapoel Petah Tikva,1189
2025/26,20/09/25,4,FC Ashdod,Hapoel Tel Aviv,3793
2025/26,20/09/25,4,Beitar Jerusalem,Ironi Kiryat Shmona,13450
2025/26,20/09/25,4,Maccabi Tel Aviv,Hapoel Jerusalem,22478
2025/26,20/09/25,4,Maccabi Netanya,Ironi Tiberias,3974
2025/26,21/09/25,4,Hapoel Beer Sheva,Ihud Bnei Sakhnin,14010
2025/26,21/09/25,4,Hapoel Haifa,Maccabi Haifa,21458
2025/26,27/09/25,5,Hapoel Jerusalem,Maccabi Netanya,2610
2025/26,27/09/25,5,Hapoel Petah Tikva,Ironi Tiberias,3861
2025/26,27/09/25,5,Hapoel Tel Aviv,Hapoel Haifa,18011
2025/26,27/09/25,5,Ironi Kiryat Shmona,FC Ashdod,146
2025/26,27/09/25,5,Maccabi Bnei Reineh,Beitar Jerusalem,3460
2025/26,28/09/25,5,Ihud Bnei Sakhnin,Maccabi Tel Aviv,2828
2025/26,29/09/25,5,Maccabi Haifa,Hapoel Beer Sheva,28880
2025/26,04/10/25,6,Hapoel Haifa,Ironi Kiryat Shmona,2370
2025/26,04/10/25,6,Ironi Tiberias,Hapoel Jerusalem,624
2025/26,04/10/25,6,FC Ashdod,Maccabi Bnei Reineh,1120
2025/26,04/10/25,6,Beitar Jerusalem,Hapoel Petah Tikva,18015
2025/26,04/10/25,6,Hapoel Beer Sheva,Hapoel Tel Aviv,15104
2025/26,05/10/25,6,Maccabi Netanya,Ihud Bnei Sakhnin,4279
2025/26,05/10/25,6,Maccabi Tel Aviv,Maccabi Haifa,28068
2025/26,18/10/25,7,Hapoel Petah Tikva,Hapoel Jerusalem,3844
2025/26,18/10/25,7,Ihud Bnei Sakhnin,Ironi Tiberias,1535
2025/26,18/10/25,7,Ironi Kiryat Shmona,Hapoel Beer Sheva,4148
2025/26,18/10/25,7,Maccabi Bnei Reineh,Hapoel Haifa,1734
2025/26,18/10/25,7,Maccabi Haifa,Maccabi Netanya,26283
2025/26,19/10/25,7,Hapoel Tel Aviv,Maccabi Tel Aviv,0
2025/26,20/10/25,7,Beitar Jerusalem,FC Ashdod,23185
2025/26,25/10/25,8,FC Ashdod,Hapoel Petah Tikva,2845
2025/26,25/10/25,8,Hapoel Haifa,Beitar Jerusalem,9350
2025/26,25/10/25,8,Ironi Tiberias,Maccabi Haifa,4722
2025/26,25/10/25,8,Hapoel Jerusalem,Ihud Bnei Sakhnin,2204
2025/26,25/10/25,8,Maccabi Netanya,Hapoel Tel Aviv,12644
2025/26,26/10/25,8,Hapoel Beer Sheva,Maccabi Bnei Reineh,12794
2025/26,27/10/25,8,Maccabi Tel Aviv,Ironi Kiryat Shmona,22914
2025/26,01/11/25,9,Maccabi Haifa,Hapoel Jerusalem,28134
2025/26,01/11/25,9,Hapoel Tel Aviv,Ironi Tiberias,14407
2025/26,01/11/25,9,Hapoel Petah Tikva,Ihud Bnei Sakhnin,3304
2025/26,01/11/25,9,FC Ashdod,Hapoel Haifa,2881
2025/26,01/11/25,9,Maccabi Bnei Reineh,Maccabi Tel Aviv,4308
2025/26,02/11/25,9,Ironi Kiryat Shmona,Maccabi Netanya,2842
2025/26,03/11/25,9,Beitar Jerusalem,Hapoel Beer Sheva,27303
2025/26,08/11/25,10,Hapoel Jerusalem,Hapoel Tel Aviv,9981
2025/26,08/11/25,10,Ihud Bnei Sakhnin,Maccabi Haifa,4539
2025/26,08/11/25,10,Maccabi Netanya,Maccabi Bnei Reineh,9027
2025/26,08/11/25,10,Ironi Tiberias,Ironi Kiryat Shmona,434
2025/26,08/11/25,10,Hapoel Beer Sheva,FC Ashdod,14189
2025/26,09/11/25,10,Hapoel Haifa,Hapoel Petah Tikva,2670
2025/26,09/11/25,10,Maccabi Tel Aviv,Beitar Jerusalem,25819
2025/26,29/11/25,11,Hapoel Haifa,Hapoel Beer Sheva,5890
2025/26,29/11/25,11,Hapoel Tel Aviv,Ihud Bnei Sakhnin,15506
2025/26,29/11/25,11,Ironi Kiryat Shmona,Hapoel Jerusalem,1164
2025/26,29/11/25,11,Maccabi Bnei Reineh,Ironi Tiberias,1288
2025/26,29/11/25,11,Hapoel Petah Tikva,Maccabi Haifa,9832
2025/26,30/11/25,11,FC Ashdod,Maccabi Tel Aviv,4718
2025/26,30/11/25,11,Beitar Jerusalem,Maccabi Netanya,29028
2025/26,02/12/25,12,Ihud Bnei Sakhnin,Ironi Kiryat Shmona,1354
2025/26,02/12/25,12,Hapoel Jerusalem,Maccabi Bnei Reineh,1416
2025/26,02/12/25,12,Hapoel Petah Tikva,Hapoel Beer Sheva,6724
2025/26,02/12/25,12,Maccabi Haifa,Hapoel Tel Aviv,25462
2025/26,03/12/25,12,Maccabi Netanya,FC Ashdod,7613
2025/26,03/12/25,12,Ironi Tiberias,Beitar Jerusalem,4770
2025/26,03/12/25,12,Maccabi Tel Aviv,Hapoel Haifa,17493
2025/26,06/12/25,13,Hapoel Tel Aviv,Hapoel Petah Tikva,13032
2025/26,06/12/25,13,Ironi Kiryat Shmona,Maccabi Haifa,6858
2025/26,07/12/25,13,Hapoel Haifa,Maccabi Netanya,2357
2025/26,07/12/25,13,Hapoel Beer Sheva,Maccabi Tel Aviv,15961
2025/26,08/12/25,13,Maccabi Bnei Reineh,Ihud Bnei Sakhnin,1383
2025/26,08/12/25,13,FC Ashdod,Ironi Tiberias,1909
2025/26,08/12/25,13,Beitar Jerusalem,Hapoel Jerusalem,27486
