Season,Date,Matchday,HomeTeam,AwayTeam,Attendance
2023/24,25/11/23,1,Maccabi Haifa,Hapoel Petah Tikva,0
2023/24,26/08/23,1,Hapoel Beer Sheva,Hapoel Hadera,10142
2023/24,26/08/23,1,Ihud Bnei Sakhnin,Hapoel Tel Aviv,3878
2023/24,26/08/23,1,Maccabi Netanya,Maccabi Bnei Reineh,5496
2023/24,26/08/23,1,Maccabi Petah Tikva,Hapoel Jerusalem,1607
2023/24,27/08/23,1,Maccabi Tel Aviv,FC Ashdod,22108
2023/24,28/08/23,1,Beitar Jerusalem,Hapoel Haifa,15500
2023/24,02/09/23,2,Hapoel Haifa,Maccabi Petah Tikva,3050
2023/24,02/09/23,2,Hapoel Petah Tikva,Ihud Bnei Sakhnin,3753
2023/24,02/09/23,2,Hapoel Tel Aviv,Maccabi Netanya,11800
2023/24,02/09/23,2,Maccabi Bnei Reineh,Hapoel Beer Sheva,1622
2023/24,03/09/23,2,Hapoel Hadera,Maccabi Tel Aviv,6815
2023/24,03/09/23,2,Hapoel Jerusalem,Maccabi Haifa,7627
2023/24,04/09/23,2,FC Ashdod,Beitar Jerusalem,4551
2023/24,17/09/23,3,Hapoel Haifa,FC Ashdod,2650
2023/24,17/09/23,3,Ihud Bnei Sakhnin,Hapoel Jerusalem,2552
2023/24,17/09/23,3,Maccabi Netanya,Hapoel Petah Tikva,6000
2023/24,17/09/23,3,Maccabi Petah Tikva,Maccabi Haifa,11332
2023/24,17/09/23,3,Maccabi Tel Aviv,Maccabi Bnei Reineh,20029
2023/24,18/09/23,3,Beitar Jerusalem,Hapoel Hadera,15000
2023/24,18/09/23,3,Hapoel Beer Sheva,Hapoel Tel Aviv,13613
2023/24,23/09/23,4,FC Ashdod,Maccabi Petah Tikva,1423
2023/24,23/09/23,4,Hapoel Hadera,Hapoel Haifa,2380
2023/24,23/09/23,4,Hapoel Jerusalem,Maccabi Netanya,2712
2023/24,23/09/23,4,Hapoel Petah Tikva,Hapoel Beer Sheva,6580
2023/24,23/09/23,4,Maccabi Bnei Reineh,Beitar Jerusalem,4620
2023/24,26/09/23,4,Hapoel Tel Aviv,Maccabi Tel Aviv,17100
2023/24,27/09/23,4,Maccabi Haifa,Ihud Bnei Sakhnin,21127
2023/24,01/10/23,5,Maccabi Netanya,Maccabi Haifa,12205
2023/24,02/10/23,5,Beitar Jerusalem,Hapoel Tel Aviv,26000
2023/24,30/09/23,5,FC Ashdod,Hapoel Hadera,1120
2023/24,30/09/23,5,Hapoel Beer Sheva,Hapoel Jerusalem,11474
2023/24,30/09/23,5,Hapoel Haifa,Maccabi Bnei Reineh,4650
2023/24,30/09/23,5,Maccabi Petah Tikva,Ihud Bnei Sakhnin,1558
2023/24,30/09/23,5,Maccabi Tel Aviv,Hapoel Petah Tikva,23848
2023/24,02/12/23,6,Hapoel Hadera,Maccabi Petah Tikva,0
2023/24,02/12/23,6,Hapoel Petah Tikva,Beitar Jerusalem,0
2023/24,02/12/23,6,Hapoel Tel Aviv,Hapoel Haifa,0
2023/24,02/12/23,6,Ihud Bnei Sakhnin,Maccabi Netanya,0
2023/24,02/12/23,6,Maccabi Bnei Reineh,FC Ashdod,0
2023/24,03/12/23,6,Hapoel Jerusalem,Maccabi Tel Aviv,0
2023/24,03/12/23,6,Maccabi Haifa,Hapoel Beer Sheva,0
2023/24,05/12/23,7,FC Ashdod,Hapoel Tel Aviv,0
2023/24,05/12/23,7,Hapoel Hadera,Maccabi Bnei Reineh,0
2023/24,05/12/23,7,Hapoel Haifa,Hapoel Petah Tikva,0
2023/24,05/12/23,7,Maccabi Petah Tikva,Maccabi Netanya,0
2023/24,06/12/23,7,Beitar Jerusalem,Hapoel Jerusalem,0
2023/24,06/12/23,7,Hapoel Beer Sheva,Ihud Bnei Sakhnin,0
2023/24,10/01/24,7,Maccabi Tel Aviv,Maccabi Haifa,14223
2023/24,09/12/23,8,Hapoel Petah Tikva,FC Ashdod,0
2023/24,09/12/23,8,Hapoel Tel Aviv,Hapoel Hadera,0
2023/24,09/12/23,8,Maccabi Bnei Reineh,Maccabi Petah Tikva,0
2023/24,10/12/23,8,Hapoel Jerusalem,Hapoel Haifa,0
2023/24,10/12/23,8,Ihud Bnei Sakhnin,Maccabi Tel Aviv,0
2023/24,10/12/23,8,Maccabi Haifa,Beitar Jerusalem,0
2023/24,11/12/23,8,Maccabi Netanya,Hapoel Beer Sheva,0
2023/24,16/12/23,9,Beitar Jerusalem,Ihud Bnei Sakhnin,0
2023/24,16/12/23,9,FC Ashdod,Hapoel Jerusalem,0
2023/24,16/12/23,9,Hapoel Hadera,Hapoel Petah Tikva,0
2023/24,16/12/23,9,Maccabi Bnei Reineh,Hapoel Tel Aviv,0
2023/24,16/12/23,9,Maccabi Petah Tikva,Hapoel Beer Sheva,0
2023/24,17/12/23,9,Hapoel Haifa,Maccabi Haifa,0
