Season,Date,Matchday,HomeTeam,AwayTeam,Attendance
2022/23,20/08/22,1,Hapoel Haifa,Hapoel Tel Aviv,7450
2022/23,20/08/22,1,Hapoel Jerusalem,Hapoel Hadera,1390
2022/23,20/08/22,1,Maccabi Netanya,Beitar Jerusalem,10050
2022/23,21/08/22,1,Maccabi Tel Aviv,Maccabi Bnei Reineh,17750
2022/23,22/08/22,1,Sekzia Ness Ziona,Ironi Kiryat Shmona,250
2022/23,30/08/22,1,Ihud Bnei Sakhnin,Maccabi Haifa,4213
2022/23,31/08/22,1,Hapoel Beer Sheva,FC Ashdod,11045
2022/23,27/08/22,2,FC Ashdod,Sekzia Ness Ziona,621
2022/23,27/08/22,2,Hapoel Tel Aviv,Ihud Bnei Sakhnin,9900
2022/23,27/08/22,2,Ironi Kiryat Shmona,Hapoel Jerusalem,1292
2022/23,27/08/22,2,Maccabi Haifa,Maccabi Netanya,0
2022/23,28/08/22,2,Beitar Jerusalem,Hapoel Beer Sheva,10005
2022/23,28/08/22,2,Maccabi Bnei Reineh,Hapoel Haifa,1316
2022/23,29/08/22,2,Hapoel Hadera,Maccabi Tel Aviv,8820
2022/23,03/09/22,3,Hapoel Beer Sheva,Maccabi Haifa,14425
2022/23,03/09/22,3,Hapoel Haifa,Ihud Bnei Sakhnin,3100
2022/23,03/09/22,3,Hapoel Jerusalem,FC Ashdod,1209
2022/23,03/09/22,3,Maccabi Tel Aviv,Ironi Kiryat Shmona,24880
2022/23,04/09/22,3,Maccabi Bnei Reineh,Hapoel Hadera,766
2022/23,04/09/22,3,Sekzia Ness Ziona,Beitar Jerusalem,4833
2022/23,05/09/22,3,Maccabi Netanya,Hapoel Tel Aviv,8256
2022/23,10/09/22,4,FC Ashdod,Maccabi Tel Aviv,6054
2022/23,10/09/22,4,Hapoel Hadera,Hapoel Haifa,989
2022/23,10/09/22,4,Ihud Bnei Sakhnin,Maccabi Netanya,3180
2022/23,10/09/22,4,Maccabi Haifa,Sekzia Ness Ziona,0
2022/23,11/09/22,4,Hapoel Tel Aviv,Hapoel Beer Sheva,10700
2022/23,11/09/22,4,Ironi Kiryat Shmona,Maccabi Bnei Reineh,1700
2022/23,12/09/22,4,Beitar Jerusalem,Hapoel Jerusalem,19000
2022/23,17/09/22,5,Hapoel Haifa,Maccabi Netanya,2750
2022/23,17/09/22,5,Maccabi Bnei Reineh,FC Ashdod,1061
2022/23,17/09/22,5,Maccabi Tel Aviv,Beitar Jerusalem,26043
2022/23,17/09/22,5,Sekzia Ness Ziona,Hapoel Tel Aviv,4903
2022/23,18/09/22,5,Hapoel Beer Sheva,Ihud Bnei Sakhnin,10409
2022/23,18/09/22,5,Hapoel Hadera,Ironi Kiryat Shmona,500
2022/23,18/09/22,5,Hapoel Jerusalem,Maccabi Haifa,6831
2022/23,01/10/22,6,FC Ashdod,Hapoel Hadera,695
2022/23,01/10/22,6,Ironi Kiryat Shmona,Hapoel Haifa,2048
2022/23,01/10/22,6,Maccabi Haifa,Maccabi Tel Aviv,0
2022/23,01/10/22,6,Maccabi Netanya,Hapoel Beer Sheva,5190
