Season,Date,Matchday,HomeTeam,AwayTeam,Attendance
2006/07,26/08/06,1,FC Ashdod,Maccabi Herzliya,0
2006/07,26/08/06,1,Hapoel Kfar Saba,Hapoel Petah Tikva,0
2006/07,26/08/06,1,Maccabi Netanya,Maccabi Haifa,0
2006/07,26/08/06,1,Maccabi Petah Tikva,Hakoah Amidar Ramat Gan,0
2006/07,27/08/06,1,Maccabi Tel Aviv,Beitar Jerusalem,0
2006/07,28/08/06,1,Bnei Yehuda Tel Aviv,Hapoel Tel Aviv,6250
2006/07,09/09/06,2,Hakoah Amidar Ramat Gan,Bnei Yehuda Tel Aviv,2500
2006/07,09/09/06,2,Hapoel Petah Tikva,Maccabi Netanya,0
2006/07,09/09/06,2,Maccabi Haifa,FC Ashdod,0
2006/07,09/09/06,2,Maccabi Herzliya,Maccabi Petah Tikva,0
2006/07,09/09/06,2,Maccabi Tel Aviv,Hapoel Kfar Saba,0
2006/07,10/09/06,2,Beitar Jerusalem,Hapoel Tel Aviv,0
2006/07,16/09/06,3,Bnei Yehuda Tel Aviv,Maccabi Herzliya,1000
2006/07,16/09/06,3,FC Ashdod,Hapoel Petah Tikva,0
2006/07,16/09/06,3,Maccabi Netanya,Maccabi Tel Aviv,0
2006/07,17/09/06,3,Hapoel Kfar Saba,Beitar Jerusalem,0
2006/07,17/09/06,3,Maccabi Petah Tikva,Maccabi Haifa,0
2006/07,18/09/06,3,Hapoel Tel Aviv,Hakoah Amidar Ramat Gan,0
2006/07,20/12/06,4,Maccabi Haifa,Bnei Yehuda Tel Aviv,7250
2006/07,21/12/06,4,Maccabi Herzliya,Hapoel Tel Aviv,0
2006/07,30/09/06,4,Beitar Jerusalem,Hakoah Amidar Ramat Gan,0
2006/07,30/09/06,4,Hapoel Kfar Saba,Maccabi Netanya,0
2006/07,30/09/06,4,Hapoel Petah Tikva,Maccabi Petah Tikva,0
2006/07,30/09/06,4,Maccabi Tel Aviv,FC Ashdod,0
2006/07,14/10/06,5,Bnei Yehuda Tel Aviv,Hapoel Petah Tikva,1500
2006/07,14/10/06,5,FC Ashdod,Hapoel Kfar Saba,0
2006/07,14/10/06,5,Hakoah Amidar Ramat Gan,Maccabi Herzliya,0
2006/07,14/10/06,5,Maccabi Netanya,Beitar Jerusalem,0
2006/07,14/10/06,5,Maccabi Petah Tikva,Maccabi Tel Aviv,0
2006/07,15/10/06,5,Hapoel Tel Aviv,Maccabi Haifa,0
2006/07,21/10/06,6,Hapoel Kfar Saba,Maccabi Petah Tikva,0
2006/07,21/10/06,6,Maccabi Netanya,FC Ashdod,0
2006/07,21/10/06,6,Maccabi Tel Aviv,Bnei Yehuda Tel Aviv,1250
2006/07,22/10/06,6,Beitar Jerusalem,Maccabi Herzliya,0
2006/07,23/10/06,6,Hapoel Petah Tikva,Hapoel Tel Aviv,0
2006/07,23/10/06,6,Maccabi Haifa,Hakoah Amidar Ramat Gan,0
2006/07,28/10/06,7,Bnei Yehuda Tel Aviv,Hapoel Kfar Saba,1250
2006/07,28/10/06,7,FC Ashdod,Beitar Jerusalem,0
2006/07,28/10/06,7,Hakoah Amidar Ramat Gan,Hapoel Petah Tikva,750
2006/07,28/10/06,7,Maccabi Herzliya,Maccabi Haifa,0
2006/07,28/10/06,7,Maccabi Petah Tikva,Maccabi Netanya,0
2006/07,29/10/06,7,Hapoel Tel Aviv,Maccabi Tel Aviv,0
2006/07,04/11/06,8,FC Ashdod,Maccabi Petah Tikva,0
2006/07,04/11/06,8,Hapoel Petah Tikva,Maccabi Herzliya,2000
2006/07,04/11/06,8,Maccabi Netanya,Bnei Yehuda Tel Aviv,5000
2006/07,04/11/06,8,Maccabi Tel Aviv,Hakoah Amidar Ramat Gan,0
2006/07,05/11/06,8,Beitar Jerusalem,Maccabi Haifa,0
2006/07,06/11/06,8,Hapoel Kfar Saba,Hapoel Tel Aviv,0
2006/07,17/11/06,9,Hakoah Amidar Ramat Gan,Hapoel Kfar Saba,1000
2006/07,18/11/06,9,Bnei Yehuda Tel Aviv,FC Ashdod,2000
2006/07,18/11/06,9,Hapoel Tel Aviv,Maccabi Netanya,5000
2006/07,18/11/06,9,Maccabi Haifa,Hapoel Petah Tikva,0
2006/07,18/11/06,9,Maccabi Herzliya,Maccabi Tel Aviv,0
2006/07,19/11/06,9,Maccabi Petah Tikva,Beitar Jerusalem,0
2006/07,25/11/06,10,Beitar Jerusalem,Hapoel Petah Tikva,0
2006/07,25/11/06,10,Hapoel Kfar Saba,Maccabi Herzliya,0
2006/07,25/11/06,10,Maccabi Netanya,Hakoah Amidar Ramat Gan,0
2006/07,25/11/06,10,Maccabi Petah Tikva,Bnei Yehuda Tel Aviv,2000
2006/07,26/11/06,10,Maccabi Tel Aviv,Maccabi Haifa,0
2006/07,27/11/06,10,FC Ashdod,Hapoel Tel Aviv,0
2006/07,02/12/06,11,Hakoah Amidar Ramat Gan,FC Ashdod,0
2006/07,02/12/06,11,Hapoel Petah Tikva,Maccabi Tel Aviv,0
2006/07,02/12/06,11,Hapoel Tel Aviv,Maccabi Petah Tikva,0
2006/07,02/12/06,11,Maccabi Herzliya,Maccabi Netanya,0
2006/07,03/12/06,11,Bnei Yehuda Tel Aviv,Beitar Jerusalem,9500
2006/07,04/12/06,11,Maccabi Haifa,Hapoel Kfar Saba,0
2006/07,09/12/06,12,Hakoah Amidar Ramat Gan,Maccabi Petah Tikva,0
2006/07,09/12/06,12,Hapoel Petah Tikva,Hapoel Kfar Saba,2000
2006/07,09/12/06,12,Hapoel Tel Aviv,Bnei Yehuda Tel Aviv,6500
2006/07,09/12/06,12,Maccabi Haifa,Maccabi Netanya,0
2006/07,09/12/06,12,Maccabi Herzliya,FC Ashdod,0
