Season,Date,Matchday,HomeTeam,AwayTeam,Attendance
2005/06,26/08/05,1,Hapoel Kfar Saba,Hapoel Petah Tikva,1500
2005/06,27/08/05,1,Hapoel Tel Aviv,Bnei Yehuda Tel Aviv,10000
2005/06,27/08/05,1,Maccabi Haifa,Ihud Bnei Sakhnin,6000
2005/06,28/08/05,1,Beitar Jerusalem,Maccabi Tel Aviv,12500
2005/06,28/08/05,1,Maccabi Petah Tikva,Maccabi Netanya,0
2005/06,29/08/05,1,Hapoel Nazareth Illit,FC Ashdod,1000
2005/06,16/09/05,2,Ihud Bnei Sakhnin,FC Ashdod,700
2005/06,17/09/05,2,Bnei Yehuda Tel Aviv,Hapoel Kfar Saba,2500
2005/06,17/09/05,2,Hapoel Petah Tikva,Hapoel Nazareth Illit,1500
2005/06,17/09/05,2,Maccabi Netanya,Beitar Jerusalem,5500
2005/06,18/09/05,2,Maccabi Tel Aviv,Hapoel Tel Aviv,14814
2005/06,19/09/05,2,Maccabi Haifa,Maccabi Petah Tikva,6000
2005/06,23/09/05,3,Hapoel Nazareth Illit,Bnei Yehuda Tel Aviv,1200
2005/06,24/09/05,3,FC Ashdod,Hapoel Petah Tikva,2500
2005/06,24/09/05,3,Hapoel Kfar Saba,Maccabi Tel Aviv,4000
2005/06,24/09/05,3,Hapoel Tel Aviv,Maccabi Netanya,8500
2005/06,24/09/05,3,Maccabi Petah Tikva,Ihud Bnei Sakhnin,1500
2005/06,25/09/05,3,Beitar Jerusalem,Maccabi Haifa,15000
2005/06,01/10/05,4,Ihud Bnei Sakhnin,Hapoel Petah Tikva,1500
2005/06,01/10/05,4,Maccabi Netanya,Hapoel Kfar Saba,3500
2005/06,01/10/05,4,Maccabi Tel Aviv,Hapoel Nazareth Illit,8002
2005/06,02/10/05,4,Maccabi Haifa,Hapoel Tel Aviv,12500
2005/06,02/10/05,4,Maccabi Petah Tikva,Beitar Jerusalem,2500
2005/06,30/09/05,4,Bnei Yehuda Tel Aviv,FC Ashdod,1700
2005/06,14/10/05,5,Hapoel Nazareth Illit,Maccabi Netanya,1500
2005/06,15/10/05,5,FC Ashdod,Maccabi Tel Aviv,3500
2005/06,15/10/05,5,Hapoel Kfar Saba,Maccabi Haifa,4000
2005/06,15/10/05,5,Hapoel Petah Tikva,Bnei Yehuda Tel Aviv,4000
2005/06,15/10/05,5,Hapoel Tel Aviv,Maccabi Petah Tikva,9000
2005/06,16/10/05,5,Beitar Jerusalem,Ihud Bnei Sakhnin,10000
2005/06,21/10/05,6,Ihud Bnei Sakhnin,Bnei Yehuda Tel Aviv,5000
2005/06,22/10/05,6,Maccabi Haifa,Hapoel Nazareth Illit,7500
2005/06,22/10/05,6,Maccabi Netanya,FC Ashdod,2500
2005/06,22/10/05,6,Maccabi Tel Aviv,Hapoel Petah Tikva,12000
2005/06,23/10/05,6,Beitar Jerusalem,Hapoel Tel Aviv,14000
2005/06,24/10/05,6,Maccabi Petah Tikva,Hapoel Kfar Saba,1500
2005/06,28/10/05,7,Hapoel Petah Tikva,Maccabi Netanya,2500
2005/06,29/10/05,7,FC Ashdod,Maccabi Haifa,5000
2005/06,29/10/05,7,Hapoel Kfar Saba,Beitar Jerusalem,4000
2005/06,29/10/05,7,Hapoel Nazareth Illit,Maccabi Petah Tikva,700
2005/06,29/10/05,7,Hapoel Tel Aviv,Ihud Bnei Sakhnin,9000
2005/06,30/10/05,7,Bnei Yehuda Tel Aviv,Maccabi Tel Aviv,8000
2005/06,04/11/05,8,Hapoel Tel Aviv,Hapoel Kfar Saba,8000
2005/06,05/11/05,8,Beitar Jerusalem,Hapoel Nazareth Illit,7000
2005/06,05/11/05,8,Maccabi Haifa,Hapoel Petah Tikva,6500
2005/06,05/11/05,8,Maccabi Netanya,Bnei Yehuda Tel Aviv,5000
2005/06,06/11/05,8,Ihud Bnei Sakhnin,Maccabi Tel Aviv,3500
2005/06,07/11/05,8,Maccabi Petah Tikva,FC Ashdod,1000
2005/06,11/11/05,9,Hapoel Kfar Saba,Ihud Bnei Sakhnin,2500
2005/06,12/11/05,9,FC Ashdod,Beitar Jerusalem,6500
2005/06,12/11/05,9,Hapoel Nazareth Illit,Hapoel Tel Aviv,2000
2005/06,12/11/05,9,Hapoel Petah Tikva,Maccabi Petah Tikva,4000
2005/06,12/11/05,9,Maccabi Tel Aviv,Maccabi Netanya,12500
2005/06,14/11/05,9,Bnei Yehuda Tel Aviv,Maccabi Haifa,13000
2005/06,18/11/05,10,Hapoel Kfar Saba,Hapoel Nazareth Illit,1000
2005/06,19/11/05,10,Beitar Jerusalem,Hapoel Petah Tikva,10000
2005/06,19/11/05,10,Hapoel Tel Aviv,FC Ashdod,6000
2005/06,19/11/05,10,Ihud Bnei Sakhnin,Maccabi Netanya,5000
2005/06,19/11/05,10,Maccabi Petah Tikva,Bnei Yehuda Tel Aviv,2500
2005/06,20/11/05,10,Maccabi Haifa,Maccabi Tel Aviv,13548
2005/06,25/11/05,11,Hapoel Nazareth Illit,Ihud Bnei Sakhnin,2800
2005/06,26/11/05,11,FC Ashdod,Hapoel Kfar Saba,1500
2005/06,26/11/05,11,Hapoel Petah Tikva,Hapoel Tel Aviv,5000
2005/06,26/11/05,11,Maccabi Netanya,Maccabi Haifa,5000
2005/06,26/11/05,11,Maccabi Tel Aviv,Maccabi Petah Tikva,8354
2005/06,27/11/05,11,Bnei Yehuda Tel Aviv,Beitar Jerusalem,6000
2005/06,02/12/05,12,FC Ashdod,Hapoel Nazareth Illit,1500
2005/06,03/12/05,12,Bnei Yehuda Tel Aviv,Hapoel Tel Aviv,6000
2005/06,03/12/05,12,Hapoel Petah Tikva,Hapoel Kfar Saba,2000
2005/06,03/12/05,12,Ihud Bnei Sakhnin,Maccabi Haifa,5000
2005/06,03/12/05,12,Maccabi Netanya,Maccabi Petah Tikva,2500
2005/06,04/12/05,12,Maccabi Tel Aviv,Beitar Jerusalem,23000
2005/06,09/12/05,13,Hapoel Nazareth Illit,Hapoel Petah Tikva,1200
2005/06,10/12/05,13,Beitar Jerusalem,Maccabi Netanya,14000
2005/06,10/12/05,13,FC Ashdod,Ihud Bnei Sakhnin,3500
2005/06,10/12/05,13,Hapoel Kfar Saba,Bnei Yehuda Tel Aviv,2000
2005/06,10/12/05,13,Maccabi Petah Tikva,Maccabi Haifa,3000
2005/06,11/12/05,13,Hapoel Tel Aviv,Maccabi Tel Aviv,14850
2005/06,16/12/05,14,Bnei Yehuda Tel Aviv,Hapoel Nazareth Illit,750
2005/06,17/12/05,14,Hapoel Petah Tikva,FC Ashdod,2500
2005/06,17/12/05,14,Maccabi Netanya,Hapoel Tel Aviv,5000
2005/06,17/12/05,14,Maccabi Tel Aviv,Hapoel Kfar Saba,6000
2005/06,18/12/05,14,Maccabi Haifa,Beitar Jerusalem,13500
2005/06,19/12/05,14,Ihud Bnei Sakhnin,Maccabi Petah Tikva,6000
2005/06,01/01/06,15,Hapoel Tel Aviv,Maccabi Haifa,14500
